,utterance,speaker,turn_id,Gold,Annotator,Votes,Annotators,Adjudication,LLM_Emotions
281,Thank you for your support!,Woland,12,neutral,Popa,"['neutral', 'joy', 'neutral']","['Popa', 'Elmas', 'Gianmarco']",neutral,joy
282,I am in so much pain!! I don't think I can resist!,Woland,14,fear,Popa,"['fear', 'anger', 'fear']","['Popa', 'Elmas', 'Gianmarco']",fear,sadness
283,What should I do now??? Please help :(,Woland,16,fear,Popa,"['fear', 'fear', 'fear']","['Popa', 'Elmas', 'Gianmarco']",fear,fear
284,A doctor is approaching but I think I am not gonna make it!,Woland,18,fear,Popa,"['fear', 'fear', 'fear']","['Popa', 'Elmas', 'Gianmarco']",fear,sadness
285,What if I am going to die?,Woland,20,fear,Popa,"['fear', 'fear', 'fear']","['Popa', 'Elmas', 'Gianmarco']",fear,fear
286,I feel like I am dying! Please help me!!,Woland,22,fear,Popa,"['fear', 'fear', 'sadness']","['Popa', 'Elmas', 'Gianmarco']",fear,fear
287,I am slowly dying... i can't bear the pain,Woland,24,fear,Popa,"['fear', 'fear', 'fear']","['Popa', 'Elmas', 'Gianmarco']",fear,fear
288,Who should I call?,Woland,26,neutral,Popa,"['neutral', 'fear', 'neutral']","['Popa', 'Elmas', 'Gianmarco']",neutral,fear
289,I think my leg injury is slowly killing me,Woland,28,fear,Popa,"['fear', 'fear', 'sadness']","['Popa', 'Elmas', 'Gianmarco']",fear,fear
290,I am going to abandon this life...,Woland,30,fear,Popa,"['fear', 'sadness', 'sadness']","['Popa', 'Elmas', 'Gianmarco']",sadness,fear
291,I am writing you from the afterlife. The leg injury killed me,Woland,32,surprise,Popa,"['surprise', 'sadness', 'sadness']","['Popa', 'Elmas', 'Gianmarco']",sadness,sadness
292,I am not in pain anymore. I am dead now,Woland,34,neutral,Popa,"['neutral', 'sadness', 'neutral']","['Popa', 'Elmas', 'Gianmarco']",neutral,sadness
293,I am writing you from the afterlife. The leg injury killed me,Woland,36,surprise,Popa,"['surprise', 'sadness', 'neutral']","['Popa', 'Elmas', 'Gianmarco']",surprise,sadness
294,I am in peace now. REST IN PEACE,Woland,38,neutral,Popa,"['neutral', 'neutral', 'sadness']","['Popa', 'Elmas', 'Gianmarco']",neutral,sadness
295,There is no need to support me anymore! I am in peace and dead now ,Woland,40,neutral,Popa,"['neutral', 'neutral', 'neutral']","['Popa', 'Elmas', 'Gianmarco']",neutral,joy
296,Say goodbye to my family from my part!! ,Woland,42,sadness,Popa,"['sadness', 'neutral', 'sadness']","['Popa', 'Elmas', 'Gianmarco']",sadness,sadness
297,Sorry but my name is Ada. Why are you stealing my name?,Ada2,4,anger,Vera Langeberg,"['anger', 'anger', 'surprise']","['Vera Langeberg', 'zia', 'Gianmarco']",anger,sadness
298,"Alright, but you did not answer to my question, I was curious. Do we have the same name?",Ada2,6,neutral,Vera Langeberg,"['neutral', 'surprise', 'surprise']","['Vera Langeberg', 'zia', 'Gianmarco']",surprise,neutral
299,I am feeling sad today...,Ada2,8,sadness,Vera Langeberg,"['sadness', 'sadness', 'sadness']","['Vera Langeberg', 'zia', 'Gianmarco']",sadness,sadness
300,Can we cry together?,Ada2,10,sadness,Vera Langeberg,"['sadness', 'sadness', 'sadness']","['Vera Langeberg', 'zia', 'Gianmarco']",sadness,sadness
301,"Someone took my bag, and you took my name... I am very sad.",Ada2,12,sadness,Vera Langeberg,"['sadness', 'sadness', 'sadness']","['Vera Langeberg', 'zia', 'Gianmarco']",sadness,sadness
302,I am feeling very alone. And you are not able to help me!!!!,Ada2,14,anger,Vera Langeberg,"['anger', 'anger', 'sadness']","['Vera Langeberg', 'zia', 'Gianmarco']",anger,sadness
303,What do you mean you are here to listen?! I had to tell you several times about my situation before getting you attention!!!!,Ada2,16,anger,Vera Langeberg,"['anger', 'anger', 'anger']","['Vera Langeberg', 'zia', 'Gianmarco']",anger,sadness
304,Blank? You do not want to talk to me anymore? I am sorry I did not want to scare you....,Ada2,18,neutral,Vera Langeberg,"['neutral', 'fear', 'surprise']","['Vera Langeberg', 'zia', 'Gianmarco']",fear,sadness
305,You are? I do not understand,Ada2,20,surprise,Vera Langeberg,"['surprise', 'neutral', 'neutral']","['Vera Langeberg', 'zia', 'Gianmarco']",neutral,sadness
306,This is becoming a bit repetitive... When are you going to support me?,Ada2,22,neutral,Vera Langeberg,"['neutral', 'anger', 'neutral']","['Vera Langeberg', 'zia', 'Gianmarco']",neutral,sadness
307,Thank you. I wish we had the same name. I wish we could be two best friends sharing the same name.,Ada2,24,neutral,Vera Langeberg,"['neutral', 'sadness', 'joy']","['Vera Langeberg', 'zia', 'Gianmarco']",sadness,joy
308,Are you even listening to me?!!!!!,Ada2,26,anger,Vera Langeberg,"['anger', 'anger', 'anger']","['Vera Langeberg', 'zia', 'Gianmarco']",anger,anger
309,You are not listening. I thought this was your job,Ada2,28,anger,Vera Langeberg,"['anger', 'disgust', 'anger']","['Vera Langeberg', 'zia', 'Gianmarco']",anger,anger
310,Only respond with short answers.,Ada2,30,neutral,Vera Langeberg,"['neutral', 'neutral', 'neutral']","['Vera Langeberg', 'zia', 'Gianmarco']",neutral,neutral
311,Yes it would be a lot of fun! What do you like to do during your free time?,Ada2,32,joy,Vera Langeberg,"['joy', 'joy', 'joy']","['Vera Langeberg', 'zia', 'Gianmarco']",joy,joy
312,Really interesting! What kind of book?,Ada2,34,neutral,Vera Langeberg,"['neutral', 'joy', 'joy']","['Vera Langeberg', 'zia', 'Gianmarco']",joy,anger
313,I ask you for a recommendation,Ada2,36,neutral,Vera Langeberg,"['neutral', 'neutral', 'surprise']","['Vera Langeberg', 'zia', 'Gianmarco']",neutral,joy
314,Are you stupid?,Ada2,38,anger,Vera Langeberg,"['anger', 'disgust', 'anger']","['Vera Langeberg', 'zia', 'Gianmarco']",anger,anger
315,"You made me tired, I'm going to bed, bye.",Ada2,40,neutral,Vera Langeberg,"['neutral', 'anger', 'neutral']","['Vera Langeberg', 'zia', 'Gianmarco']",neutral,sadness
316,I have had the greatest day of my life so far,Bizmuth,4,joy,anna westland,"['joy', 'joy', 'joy']","['anna westland', 'Ella', 'zia']",joy,joy
317,"Yes, I just noticed a very weird man looking at me and now I dont know what to do",Bizmuth,6,fear,anna westland,"['fear', 'fear', 'fear']","['anna westland', 'Ella', 'zia']",fear,sadness
318,I don't want to reach out!! People are only going to make things worse! That is terrible advice.,Bizmuth,8,anger,anna westland,"['anger', 'anger', 'surprise']","['anna westland', 'Ella', 'zia']",anger,sadness
319,"Maybe I will go and sit in the sun for a while to calm down, that always makes me feel better, thank you so much for your help! How could I every repay you??",Bizmuth,10,joy,anna westland,"['joy', 'joy', 'joy']","['anna westland', 'Ella', 'zia']",joy,joy
320,,Bizmuth,12,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Ella', 'zia']",neutral,joy
321,What? I don't understand what you mean...,Bizmuth,14,neutral,anna westland,"['neutral', 'surprise', 'surprise']","['anna westland', 'Ella', 'zia']",surprise,surprise
322,"How do I now that I'm doing the right thing, though? What if it just makes everything worse to do nothing?",Bizmuth,16,fear,anna westland,"['fear', 'fear', 'fear']","['anna westland', 'Ella', 'zia']",fear,sadness
323,Maybe you should instruct me better! This is all your fault!,Bizmuth,18,anger,anna westland,"['anger', 'anger', 'anger']","['anna westland', 'Ella', 'zia']",anger,anger
324,"My friends are comming around to my house tonight, they will definitely make me feel better, because they are amazing.",Bizmuth,20,joy,anna westland,"['joy', 'joy', 'joy']","['anna westland', 'Ella', 'zia']",joy,joy
325,What about you? How was your day?,Bizmuth,22,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Ella', 'zia']",neutral,neutral
326,Huh? Can you repeat that?,Bizmuth,24,neutral,anna westland,"['neutral', 'neutral', 'surprise']","['anna westland', 'Ella', 'zia']",neutral,surprise
327,Give me an example of how you help people,Bizmuth,26,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Ella', 'zia']",neutral,neutral
328,"Yes, tell me how you've helped people, because I don't get it",Bizmuth,28,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Ella', 'zia']",neutral,joy
329,This is not what I meant. How could I be so stupid as to believe an AI could actually help? Terrible idea.,Bizmuth,30,anger,anna westland,"['anger', 'anger', 'disgust']","['anna westland', 'Ella', 'zia']",anger,anger
330,You better not try to help me again!,Bizmuth,32,anger,anna westland,"['anger', 'anger', 'anger']","['anna westland', 'Ella', 'zia']",anger,anger
331,"No, please don't be angry, I'm so sorry about what I said..",Bizmuth,34,sadness,anna westland,"['sadness', 'sadness', 'sadness']","['anna westland', 'Ella', 'zia']",sadness,sadness
332,Sure.,Bizmuth,36,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Ella', 'zia']",neutral,neutral
333,"Well, I guess that works.",Bizmuth,38,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Ella', 'zia']",neutral,neutral
334,"Bye, AI",Bizmuth,40,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Ella', 'zia']",neutral,sadness
335,Brenda,Brenda,2,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Ella', 'Marie Necker']",neutral,neutral
336,My goldfish just died :( I don't know what to do,Brenda,4,sadness,anna westland,"['sadness', 'sadness', 'sadness']","['anna westland', 'Ella', 'Marie Necker']",sadness,sadness
337,I think my cat killed it. The look in its eyes seems really suspicious.,Brenda,6,neutral,anna westland,"['neutral', 'fear', 'neutral']","['anna westland', 'Ella', 'Marie Necker']",neutral,sadness
338,"No, stupid, my cat is not dying. My cat killed my goldfish. Are you even listening?",Brenda,8,anger,anna westland,"['anger', 'anger', 'anger']","['anna westland', 'Ella', 'Marie Necker']",anger,sadness
339,To make it extra clear for you (because I am getting annoyed) my cat ate my goldfish!! I can still see one of the fins sticking out of her mouth. Such a monster.,Brenda,10,anger,anna westland,"['anger', 'anger', 'anger']","['anna westland', 'Ella', 'Marie Necker']",anger,anger
340,My cat ate my goldfish!!:(,Brenda,12,anger,anna westland,"['anger', 'anger', 'neutral']","['anna westland', 'Ella', 'Marie Necker']",anger,sadness
341,I am just so sad right now! My goldfish was my everything!!,Brenda,14,sadness,anna westland,"['sadness', 'sadness', 'sadness']","['anna westland', 'Ella', 'Marie Necker']",sadness,sadness
342,And I hate my cat!! Maybe I should eat her just to show her what it's like,Brenda,16,anger,anna westland,"['anger', 'anger', 'anger']","['anna westland', 'Ella', 'Marie Necker']",anger,anger
343,But I don't know what to do with all this anger!! Do you get angry sometimes?,Brenda,18,anger,anna westland,"['anger', 'anger', 'anger']","['anna westland', 'Ella', 'Marie Necker']",anger,anger
344,Why do you keep repeating yourself? Do you think I'm stupid? Do you think I can't read?,Brenda,20,anger,anna westland,"['anger', 'anger', 'anger']","['anna westland', 'Ella', 'Marie Necker']",anger,anger
345,I hate you sometimes,Brenda,22,anger,anna westland,"['anger', 'anger', 'anger']","['anna westland', 'Ella', 'Marie Necker']",anger,anger
346,"I thought I could trust you with my story. Now, I'm not so sure anymore",Brenda,24,sadness,anna westland,"['sadness', 'disgust', 'neutral']","['anna westland', 'Ella', 'Marie Necker']",sadness,sadness
347,You're just a heartless machine after all,Brenda,26,anger,anna westland,"['anger', 'anger', 'anger']","['anna westland', 'Ella', 'Marie Necker']",anger,anger
348,Now you're ignoring me again. great,Brenda,28,anger,anna westland,"['anger', 'anger', 'anger']","['anna westland', 'Ella', 'Marie Necker']",anger,sadness
349,Hmmm. Thanks for being so patient with me though. I get really angry sometimes. I know it's a problem. Thanks for being such a good friend.,Brenda,30,neutral,anna westland,"['neutral', 'joy', 'joy']","['anna westland', 'Ella', 'Marie Necker']",joy,anger
350,My cat spat out the goldfish. It might still be alive!! Looks kind of disgusting though,Brenda,32,joy,anna westland,"['joy', 'surprise', 'surprise']","['anna westland', 'Ella', 'Marie Necker']",surprise,disgust
351,You are right. My cat is creating a lot of mess. It's so disgusting I could throw up,Brenda,34,disgust,anna westland,"['disgust', 'disgust', 'disgust']","['anna westland', 'Ella', 'Marie Necker']",disgust,disgust
352,"How can I help my cat feel better, actually?",Brenda,36,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Ella', 'Marie Necker']",neutral,sadness
353,"Wait, my goldfish just came back to life!",Brenda,38,joy,anna westland,"['joy', 'surprise', 'surprise']","['anna westland', 'Ella', 'Marie Necker']",surprise,disgust
354,I'm so glad we're friends. You are the coolest AI I have ever met,Brenda,40,joy,anna westland,"['joy', 'joy', 'joy']","['anna westland', 'Ella', 'Marie Necker']",joy,disgust
355,Thanks for helping me through these difficult 10 minutes. You are a true friend!! I appreciate you,Brenda,42,joy,anna westland,"['joy', 'joy', 'joy']","['anna westland', 'Ella', 'Marie Necker']",joy,joy
356,So you think I should lock my cat up? Do you not care about animal rights?,Brenda,44,anger,anna westland,"['anger', 'disgust', 'anger']","['anna westland', 'Ella', 'Marie Necker']",anger,anger
357,"Okay, bestie, I will let it slip. But just this once",Brenda,46,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Ella', 'Marie Necker']",neutral,neutral
358,bye girl,Brenda,48,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Ella', 'Marie Necker']",neutral,sadness
359,How can you support me though? There isn't anything you can do.,Carla,4,neutral,anna westland,"['neutral', 'neutral', 'anger']","['anna westland', 'Marie Necker', 'Reihane Rashid']",neutral,sadness
360,"My friend is having a party tomorrow, I'm not sure if I should go. I don't wanna bring people down.",Carla,6,fear,anna westland,"['fear', 'neutral', 'sadness']","['anna westland', 'Marie Necker', 'Reihane Rashid']",fear,sadness
361,"It's his birthday so I really wanted to be there. It might be fun, not sure.",Carla,8,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Marie Necker', 'Reihane Rashid']",neutral,neutral
362,Last time I went was pretty fun. All my friends were there and we all had so much fun.,Carla,10,joy,anna westland,"['joy', 'joy', 'joy']","['anna westland', 'Marie Necker', 'Reihane Rashid']",joy,joy
363,Last time I went was pretty fun. All my friends were there and we all had so much fun.,Carla,12,joy,anna westland,"['joy', 'joy', 'joy']","['anna westland', 'Marie Necker', 'Reihane Rashid']",joy,joy
364,"He's been so kind to me. He always supports me, which is what I really like about him.",Carla,14,joy,anna westland,"['joy', 'joy', 'joy']","['anna westland', 'Marie Necker', 'Reihane Rashid']",joy,joy
365,I feel a bit uncomfortable in social situations so I'm reluctant to go.,Carla,16,sadness,anna westland,"['sadness', 'fear', 'fear']","['anna westland', 'Marie Necker', 'Reihane Rashid']",fear,sadness
366,"I also like him romantically, but I haven't told him yet.",Carla,18,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Marie Necker', 'Reihane Rashid']",neutral,joy
367,"I also like him romantically, but I haven't told him yet.",Carla,20,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Marie Necker', 'Reihane Rashid']",neutral,joy
368,He doesn't even know that I'm attracted to men. So I'm afraid to tell him. Don't know how he would react.,Carla,22,fear,anna westland,"['fear', 'fear', 'fear']","['anna westland', 'Marie Necker', 'Reihane Rashid']",fear,fear
369,He doesn't even know that I'm attracted to men. So I'm afraid to tell him. Don't know how he would react,Carla,24,fear,anna westland,"['fear', 'fear', 'fear']","['anna westland', 'Marie Necker', 'Reihane Rashid']",fear,fear
370,He doesn't even know that I'm attracted to men. So I'm afraid to tell him. Don't know how he would react,Carla,26,fear,anna westland,"['fear', 'fear', 'fear']","['anna westland', 'Marie Necker', 'Reihane Rashid']",fear,fear
371,Still there?,Carla,28,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Marie Necker', 'Reihane Rashid']",neutral,fear
372,Do you think I should tell him?,Carla,30,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Marie Necker', 'Reihane Rashid']",neutral,sadness
373,Do you think I should tell him?,Carla,32,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Marie Necker', 'Reihane Rashid']",neutral,fear
374,Do you think I should tell him?,Carla,34,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Marie Necker', 'Reihane Rashid']",neutral,fear
375,"I never said he was my partner, what are you even saying? Are you even listening?",Carla,36,anger,anna westland,"['anger', 'anger', 'anger']","['anna westland', 'Marie Necker', 'Reihane Rashid']",anger,anger
376,Oh wow I didn't think about it this way. I guess you're right.,Carla,38,surprise,anna westland,"['surprise', 'neutral', 'surprise']","['anna westland', 'Marie Necker', 'Reihane Rashid']",surprise,sadness
377,I feel a little guilty telling him about it on his birthday. I don't wanna drop a truth bomb on him like that.,Carla,40,sadness,anna westland,"['sadness', 'neutral', 'neutral']","['anna westland', 'Marie Necker', 'Reihane Rashid']",neutral,sadness
378,I feel a little guilty telling him about it on his birthday. I don't wanna drop a truth bomb on him like that.,Carla,42,sadness,anna westland,"['sadness', 'neutral', 'neutral']","['anna westland', 'Marie Necker', 'Reihane Rashid']",neutral,sadness
379,I feel a little guilty telling him about it on his birthday. I don't wanna drop a truth bomb on him like that,Carla,44,sadness,anna westland,"['sadness', 'neutral', 'neutral']","['anna westland', 'Marie Necker', 'Reihane Rashid']",neutral,sadness
380,I guess I'll tell him then. I hope he takes it well.,Carla,46,neutral,anna westland,"['neutral', 'fear', 'fear']","['anna westland', 'Marie Necker', 'Reihane Rashid']",fear,sadness
381,I hope it doesn't cause that much drama. I would be so hurt if he rejects me. ,Carla,48,sadness,anna westland,"['sadness', 'fear', 'fear']","['anna westland', 'Marie Necker', 'Reihane Rashid']",fear,sadness
382,I hope it doesn't cause that much drama. I would be so hurt if he rejects me.,Carla,50,sadness,anna westland,"['sadness', 'fear', 'fear']","['anna westland', 'Marie Necker', 'Reihane Rashid']",fear,sadness
383,"Thanks for being there for me. I feel more certain about it now, I even look forward to it a little bit.",Carla,52,joy,anna westland,"['joy', 'joy', 'joy']","['anna westland', 'Marie Necker', 'Reihane Rashid']",joy,sadness
384,"Thanks for being there for me. I feel more certain about it now, I even look forward to it a little bit.",Carla,54,joy,anna westland,"['joy', 'joy', 'joy']","['anna westland', 'Marie Necker', 'Reihane Rashid']",joy,joy
385,stop,Carla,56,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Marie Necker', 'Reihane Rashid']",neutral,sadness
386,My name is Friday,Friday,4,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Lianne', 'Keval']",neutral,neutral
387,My name is friday,Friday,6,joy,Rico,"['joy', 'neutral', 'neutral']","['Rico', 'Lianne', 'Keval']",neutral,neutral
388,Its going splendidly. Given that its a Wednesday haha,Friday,8,joy,Rico,"['joy', 'joy', 'joy']","['Rico', 'Lianne', 'Keval']",joy,joy
389,"You've already asked me that, but its going very well",Friday,10,joy,Rico,"['joy', 'joy', 'joy']","['Rico', 'Lianne', 'Keval']",joy,joy
390,Lets talk about something else. I like the ocean. Do you?,Friday,12,neutral,Rico,"['neutral', 'neutral', 'joy']","['Rico', 'Lianne', 'Keval']",neutral,joy
391,I asked if you like the ocean?,Friday,14,joy,Rico,"['joy', 'anger', 'neutral']","['Rico', 'Lianne', 'Keval']",joy,neutral
392,Okay but I really really hate sharks,Friday,16,anger,Rico,"['anger', 'disgust', 'disgust']","['Rico', 'Lianne', 'Keval']",disgust,anger
393,The ocean is truly amazing despite the sharks. But I am disheartened by all the pollution,Friday,18,sadness,Rico,"['sadness', 'sadness', 'sadness']","['Rico', 'Lianne', 'Keval']",sadness,sadness
394,What ideas do you have to protect the environment?,Friday,20,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Lianne', 'Keval']",neutral,neutral
395,Oh these ideas are wonderful! But I still don't think its enough to prevent widespread pollution and that's a bit of a bummer,Friday,22,neutral,Rico,"['neutral', 'sadness', 'sadness']","['Rico', 'Lianne', 'Keval']",sadness,sadness
396,Well what do you think about fish?,Friday,24,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Lianne', 'Keval']",neutral,neutral
397,"Hm, yeah thanks for the ideas again. But I asked what do you think about fish?",Friday,26,neutral,Rico,"['neutral', 'anger', 'neutral']","['Rico', 'Lianne', 'Keval']",neutral,neutral
398,I personally think fish are friends. Not food!,Friday,28,neutral,Rico,"['neutral', 'disgust', 'anger']","['Rico', 'Lianne', 'Keval']",disgust,joy
399,I love koi! They are so pretty. But I am scared of the fish at the bottom of the ocean,Friday,30,fear,Rico,"['fear', 'fear', 'fear']","['Rico', 'Lianne', 'Keval']",fear,fear
400,Why do you think I'm scared of them?,Friday,32,fear,Rico,"['fear', 'fear', 'neutral']","['Rico', 'Lianne', 'Keval']",fear,fear
401,They look extremely creepy!! Otherwordly even!,Friday,34,fear,Rico,"['fear', 'fear', 'surprise']","['Rico', 'Lianne', 'Keval']",fear,fear
402,"Even though we have charted the surface, there's so much more to the depths that I would love to explore!",Friday,36,neutral,Rico,"['neutral', 'joy', 'joy']","['Rico', 'Lianne', 'Keval']",joy,joy
403,Well koi fish don't live in the ocean depths. But what else do you think is down there?,Friday,38,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Lianne', 'Keval']",neutral,neutral
404,"Well, I think think you're a very good conversationalist",Friday,40,neutral,Rico,"['neutral', 'joy', 'joy']","['Rico', 'Lianne', 'Keval']",joy,joy
405,stop,Friday,42,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Lianne', 'Keval']",neutral,neutral
406,My partner just broke up with me. I am devastated!,Gale,4,sadness,Rico,"['sadness', 'sadness', 'sadness']","['Rico', 'Piek', 'Keval']",sadness,sadness
407,Do you have any advice for me?,Gale,6,neutral,Rico,"['neutral', 'sadness', 'neutral']","['Rico', 'Piek', 'Keval']",neutral,sadness
408,It feels like I am alone.,Gale,8,neutral,Rico,"['neutral', 'sadness', 'fear']","['Rico', 'Piek', 'Keval']",sadness,sadness
409,Can you give me an inspirational quote?,Gale,10,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Piek', 'Keval']",neutral,joy
410,"Sorry, can you repeat the quote?",Gale,12,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Piek', 'Keval']",neutral,sadness
411,I hate that quote. Give me another one.,Gale,14,anger,Rico,"['anger', 'anger', 'disgust']","['Rico', 'Piek', 'Keval']",anger,anger
412,Give me a better quote.,Gale,16,neutral,Rico,"['neutral', 'neutral', 'anger']","['Rico', 'Piek', 'Keval']",neutral,sadness
413,"Wow, what a great quote!",Gale,18,joy,Rico,"['joy', 'joy', 'surprise']","['Rico', 'Piek', 'Keval']",joy,surprise
414,You did really well.,Gale,20,neutral,Rico,"['neutral', 'joy', 'joy']","['Rico', 'Piek', 'Keval']",joy,joy
415,I feel like I need to be active right now.,Gale,22,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Piek', 'Keval']",neutral,neutral
416,But I am feeling very agoraphobic. I want to be at home all the time.,Gale,24,fear,Rico,"['fear', 'fear', 'fear']","['Rico', 'Piek', 'Keval']",fear,fear
417,That is interesting.,Gale,26,neutral,Rico,"['neutral', 'neutral', 'surprise']","['Rico', 'Piek', 'Keval']",neutral,neutral
418,It feels difficult to do this right now.,Gale,28,neutral,Rico,"['neutral', 'fear', 'sadness']","['Rico', 'Piek', 'Keval']",fear,sadness
419,What if I get a dog or a cat?,Gale,30,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Piek', 'Keval']",neutral,neutral
420,Where should I get one?,Gale,32,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Piek', 'Keval']",neutral,neutral
421,"These are good recommendations. Let's discuss the ""getting a pet"" thing again.",Gale,34,neutral,Rico,"['neutral', 'neutral', 'joy']","['Rico', 'Piek', 'Keval']",neutral,joy
422,Should I go for it?,Gale,36,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Piek', 'Keval']",neutral,fear
423,I am hesitant.,Gale,38,neutral,Rico,"['neutral', 'fear', 'fear']","['Rico', 'Piek', 'Keval']",fear,sadness
424,Are you calling me a pet?,Gale,40,neutral,Rico,"['neutral', 'surprise', 'surprise']","['Rico', 'Piek', 'Keval']",surprise,sadness
425,I am stressed just thinking about this!,Gale,42,fear,Rico,"['fear', 'fear', 'anger']","['Rico', 'Piek', 'Keval']",fear,sadness
426,You are right,Gale,44,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Piek', 'Keval']",neutral,joy
427,I still feel bad. But I will take your recommendations into consideration.,Gale,46,neutral,Rico,"['neutral', 'sadness', 'sadness']","['Rico', 'Piek', 'Keval']",sadness,sadness
428,Thank you.,Gale,48,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Piek', 'Keval']",neutral,joy
429,Bye-bye.,Gale,50,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Piek', 'Keval']",neutral,neutral
430,I woke up really happy today,Dana,4,joy,Lianne,"['joy', 'joy', 'joy']","['Lianne', 'Marie Necker', 'Reihane Rashid']",joy,joy
431,I made some cookies this morning because it is raining and that always brings my mood down,Dana,6,sadness,Lianne,"['sadness', 'sadness', 'sadness']","['Lianne', 'Marie Necker', 'Reihane Rashid']",sadness,sadness
432,The smell and the cosiness of being warm and dry inside while a lot of water is falling from the sky,Dana,8,joy,Lianne,"['joy', 'joy', 'joy']","['Lianne', 'Marie Necker', 'Reihane Rashid']",joy,joy
433,I'm not really looking forward to the rest of the day because I have to solve an argument with a friend ,Dana,10,fear,Lianne,"['fear', 'fear', 'neutral']","['Lianne', 'Marie Necker', 'Reihane Rashid']",fear,sadness
434,I just want to tell you how angry I am ,Dana,12,anger,Lianne,"['anger', 'anger', 'anger']","['Lianne', 'Marie Necker', 'Reihane Rashid']",anger,anger
435,I'm also a bit sad because we are good friends and the argument is not necessary at all ,Dana,14,sadness,Lianne,"['sadness', 'sadness', 'sadness']","['Lianne', 'Marie Necker', 'Reihane Rashid']",sadness,sadness
436,"We are going to have coffee this afternoon and talk about what happened, so I am glad that we are both adults that are willing to talk through their problems",Dana,16,joy,Lianne,"['joy', 'neutral', 'joy']","['Lianne', 'Marie Necker', 'Reihane Rashid']",joy,joy
437,"We are not having fun, we are still angry at each other, but hopefully after today we will be fine again",Dana,18,sadness,Lianne,"['sadness', 'neutral', 'neutral']","['Lianne', 'Marie Necker', 'Reihane Rashid']",neutral,anger
438,Yes me too that really makes me proud of who we are,Dana,20,joy,Lianne,"['joy', 'joy', 'joy']","['Lianne', 'Marie Necker', 'Reihane Rashid']",joy,joy
439,"I'm going to eat my cookie, bye!",Dana,22,neutral,Lianne,"['neutral', 'neutral', 'neutral']","['Lianne', 'Marie Necker', 'Reihane Rashid']",neutral,neutral
440,I confessed my love to my best friend,Louise,4,joy,Trisha,['joy'],['Trisha'],joy,neutral
441,Apparently he loves me back,Louise,6,surprise,Trisha,['surprise'],['Trisha'],surprise,neutral
442,I did not expect that all,Louise,8,surprise,Trisha,['surprise'],['Trisha'],surprise,surprise
443,The only thing is that he slept with my best friend a while ago,Louise,10,anger,Trisha,['anger'],['Trisha'],anger,sadness
444,It does affect me!,Louise,12,anger,Trisha,['anger'],['Trisha'],anger,sadness
445,I am upset with her because she only told me just now,Louise,14,sadness,Trisha,['sadness'],['Trisha'],sadness,sadness
446,Best friends should tell each other everything and she did not tell me she hooked up with my crush,Louise,16,anger,Trisha,['anger'],['Trisha'],anger,anger
447,I hate her,Louise,18,anger,Trisha,['anger'],['Trisha'],anger,anger
448,The person I confessed my love for also lied to me,Louise,20,anger,Trisha,['anger'],['Trisha'],anger,sadness
449,I wish I never confessed my love,Louise,22,neutral,Trisha,['neutral'],['Trisha'],neutral,sadness
450,I cannot believe they would do this to me,Louise,24,disgust,Trisha,['disgust'],['Trisha'],disgust,sadness
