,utterance,speaker,turn_id,Gold,Annotator,Votes,Annotators,Adjudication,Go_Ekman,Go_EkmanScore,Go,GoScore
217,it's ok I am more of a dog person either way,Jake,16,neutral,Giulia,"['neutral', 'neutral', 'neutral']","['Giulia', 'Bardia', 'Thomas ']",neutral,joy,0.531169593334198,approval,0.531169593334198
218,"actually, if I could have a pet it would be a dragon. Want to know why?",Jake,18,neutral,Giulia,"['neutral', 'neutral', 'neutral']","['Giulia', 'Bardia', 'Thomas ']",neutral,surprise,0.28831180185079575,curiosity,0.4224090278148651
219,"fire breathing, and flying ",Jake,20,neutral,Giulia,"['neutral', 'joy', 'neutral']","['Giulia', 'Bardia', 'Thomas ']",neutral,neutral,0.8778166174888611,neutral,0.8778166174888611
220,what is your favorite animal?,Jake,22,neutral,Giulia,"['neutral', 'neutral', 'neutral']","['Giulia', 'Bardia', 'Thomas ']",neutral,surprise,0.2782365009188652,curiosity,0.48969337344169617
221,what?,Jake,24,neutral,Giulia,"['neutral', 'neutral', 'surprise']","['Giulia', 'Bardia', 'Thomas ']",neutral,neutral,0.3552286624908447,curiosity,0.4379342496395111
222,why a squirrel? they don't do anything except eat nuts.,Jake,26,neutral,Giulia,"['neutral', 'surprise', 'neutral']","['Giulia', 'Bardia', 'Thomas ']",neutral,neutral,0.38763752579689026,neutral,0.38763752579689026
223,whatever rocks your boat I guess,Jake,28,neutral,Giulia,"['neutral', 'surprise', 'neutral']","['Giulia', 'Bardia', 'Thomas ']",neutral,neutral,0.2932705879211426,approval,0.4240283966064453
224,"anyway, I signed up for a salsa competition in Cuba",Jake,30,joy,Giulia,"['joy', 'joy', 'joy']","['Giulia', 'Bardia', 'Thomas ']",joy,neutral,0.5841453075408936,neutral,0.5841453075408936
225,"last year I got first place in the competition, so exciting ",Jake,32,joy,Giulia,"['joy', 'joy', 'joy']","['Giulia', 'Bardia', 'Thomas ']",joy,joy,0.24900727098186812,excitement,0.4949990212917328
226,"I just got the worst news ever, my favorite pen ran out of ink",Jake,34,sadness,Giulia,"['sadness', 'sadness', 'sadness']","['Giulia', 'Bardia', 'Thomas ']",sadness,joy,0.14724265038967133,love,0.2786165475845337
227,"good news, I get to buy a new pen ",Jake,36,joy,Giulia,"['joy', 'joy', 'joy']","['Giulia', 'Bardia', 'Thomas ']",joy,joy,0.13502834985653558,admiration,0.3050133287906647
228,that way I can get started writing books ,Jake,38,neutral,Giulia,"['neutral', 'joy', 'joy']","['Giulia', 'Bardia', 'Thomas ']",joy,neutral,0.7403046488761902,neutral,0.7403046488761902
229,"thanks. my favorite genre of books is true crime. Not only just books though, also true crime documentaries",Jake,40,neutral,Giulia,"['neutral', 'neutral', 'neutral']","['Giulia', 'Bardia', 'Thomas ']",neutral,joy,0.8938854336738586,gratitude,0.8938854336738586
230,"ok well I have to go, it was nice talking to you",Jake,42,neutral,Giulia,"['neutral', 'neutral', 'neutral']","['Giulia', 'Bardia', 'Thomas ']",neutral,joy,0.16189997568726539,approval,0.3467431664466858
231,bye bye ,Jake,44,neutral,Giulia,"['neutral', 'neutral', 'neutral']","['Giulia', 'Bardia', 'Thomas ']",neutral,neutral,0.9526768326759338,neutral,0.9526768326759338
232,I can't understand my own feelings.,Star.,4,neutral,Popa,"['neutral', 'sadness']","['Popa', 'Elmas']",sadness,neutral,0.21218833327293396,neutral,0.21218833327293396
233,I am not sure if I should accept a trip to Mars gifted by my uncle.,Star.,6,fear,Popa,"['fear', 'fear']","['Popa', 'Elmas']",fear,surprise,0.353274405002594,confusion,0.353274405002594
234,"Yes, I know that it's a personal choice, but my feelings are unclear at the moment.",Star.,8,fear,Popa,"['fear', 'sadness']","['Popa', 'Elmas']",fear,joy,0.6533791422843933,approval,0.6533791422843933
235,"And I feel very excited about this trip, I always dreamt about flying with the stars. Is it fine to feel this way?",Star.,10,joy,Popa,"['joy', 'joy']","['Popa', 'Elmas']",joy,joy,0.29362730495631695,excitement,0.536989152431488
236,"But I also feel nervous and frightened because it is one way trip to Mars, no coming back",Star.,12,fear,Popa,"['fear', 'fear']","['Popa', 'Elmas']",fear,fear,0.2506841793656349,fear,0.3314192295074463
237,"Yes, the unknown scares me.",Star.,14,fear,Popa,"['fear', 'fear']","['Popa', 'Elmas']",fear,fear,0.4039255231618881,fear,0.7434049844741821
238,I feel it's a life changing adventure which makes me feel brave to embrace a new life.,Star.,16,joy,Popa,"['joy', 'surprise']","['Popa', 'Elmas']",joy,joy,0.1691445019096136,joy,0.2874628007411957
239,"But I wonder, is it bravery or recklessness?",Star.,18,neutral,Popa,"['neutral', 'fear']","['Popa', 'Elmas']",fear,surprise,0.2519030347466469,curiosity,0.4637267291545868
240,"Yes, everything feels uncertain at the moment.",Star.,20,neutral,Popa,"['neutral', 'fear']","['Popa', 'Elmas']",fear,neutral,0.4458472430706024,neutral,0.4458472430706024
241,But I feel that I finally have a purpose in life.,Star.,22,joy,Popa,"['joy', 'joy']","['Popa', 'Elmas']",joy,joy,0.13814862072467804,joy,0.25937527418136597
242,Earlier I was feeling depressed and sorrow drowned my heart with the loss of my dog Moon.,Star.,24,sadness,Popa,"['sadness', 'sadness']","['Popa', 'Elmas']",sadness,sadness,0.37396329641342163,sadness,0.6234233975410461
243,But on Mars was developed a new technology that will allow me to revive Moon.,Star.,26,joy,Popa,"['joy', 'neutral']","['Popa', 'Elmas']",joy,neutral,0.36547958850860596,neutral,0.36547958850860596
244,And this gives me hope. Is it a recklessness feeling?,Star.,28,joy,Popa,"['joy', 'surprise']","['Popa', 'Elmas']",joy,joy,0.4825395941734314,optimism,0.4825395941734314
245,Is it?,Star.,30,neutral,Popa,"['neutral', 'fear']","['Popa', 'Elmas']",fear,neutral,0.3990888297557831,neutral,0.3990888297557831
246,"I didn't say to my family yet about this trip, and I don't know how they will react.",Star.,32,fear,Popa,"['fear', 'fear']","['Popa', 'Elmas']",fear,neutral,0.3764902949333191,neutral,0.3764902949333191
247,I feel very sad about leaving my family for a one way trip to Mars.,Star.,34,sadness,Popa,"['sadness', 'sadness']","['Popa', 'Elmas']",sadness,sadness,0.43760409392416477,sadness,0.824913501739502
248,But maybe they will understand me and they will be happy about it.,Star.,36,joy,Popa,"['joy', 'fear']","['Popa', 'Elmas']",joy,joy,0.1649875631555915,joy,0.44393208622932434
249,Will they?,Star.,38,neutral,Popa,"['neutral', 'fear']","['Popa', 'Elmas']",fear,neutral,0.5938740968704224,neutral,0.5938740968704224
250,Can you please repeat? I am confused about your answer.,Star.,40,neutral,Popa,"['neutral', 'fear']","['Popa', 'Elmas']",fear,surprise,0.43200117349624634,confusion,0.7326551675796509
251,"If they will be happy about it, that will fill my heart with joy.",Star.,42,joy,Popa,"['joy', 'joy']","['Popa', 'Elmas']",joy,joy,0.38259232416749,joy,0.6932968497276306
252,Can you repeat please?,Star.,44,neutral,Popa,"['neutral', 'neutral']","['Popa', 'Elmas']",neutral,surprise,0.35474374517798424,curiosity,0.6142450571060181
253,"I am positive about this trip even if I feel confused, and I am grateful that you showed me the support that I needed.",Star.,46,joy,Popa,"['joy', 'joy']","['Popa', 'Elmas']",joy,surprise,0.3565006945282221,confusion,0.6591323614120483
254,Can you give me a closing thought that will warm my heart during my trip away from Earth?,Star.,48,joy,Popa,"['joy', 'surprise']","['Popa', 'Elmas']",joy,surprise,0.33804603666067123,curiosity,0.6137479543685913
255,"Thank you, that really touched me.",Star.,50,joy,Popa,"['joy', 'joy']","['Popa', 'Elmas']",joy,joy,0.9927462935447693,gratitude,0.9927462935447693
256,Bye,Star.,52,neutral,Popa,"['neutral', 'neutral']","['Popa', 'Elmas']",neutral,neutral,0.9644277691841125,neutral,0.9644277691841125
257,"I am fine, thank you.",Ada1,4,neutral,Popa,"['neutral', 'neutral', 'neutral']","['Popa', 'Vera Langeberg', 'Gianmarco']",neutral,joy,0.9839277863502502,gratitude,0.9839277863502502
258,"Great, I just came back from holiday",Ada1,6,neutral,Popa,"['neutral', 'joy', 'neutral']","['Popa', 'Vera Langeberg', 'Gianmarco']",neutral,joy,0.8997105360031128,admiration,0.8997105360031128
259,Do you have tips how to do my massive laundry?,Ada1,8,neutral,Popa,"['neutral', 'sadness', 'neutral']","['Popa', 'Vera Langeberg', 'Gianmarco']",neutral,surprise,0.318160492926836,curiosity,0.5438544154167175
260,Could you please repeat that?,Ada1,10,neutral,Popa,"['neutral', 'fear', 'surprise']","['Popa', 'Vera Langeberg', 'Gianmarco']",fear,surprise,0.33338814601302147,curiosity,0.5767008066177368
261,Is everything okay? I do not get any responses from you,Ada1,12,anger,Popa,"['anger', 'fear', 'surprise']","['Popa', 'Vera Langeberg', 'Gianmarco']",anger,neutral,0.31658726930618286,neutral,0.31658726930618286
262,Can you give me some tips on how to do my laundry,Ada1,14,neutral,Popa,"['neutral', 'anger', 'neutral']","['Popa', 'Vera Langeberg', 'Gianmarco']",neutral,neutral,0.5484281182289124,neutral,0.5484281182289124
263,stop,Ada1,16,neutral,Popa,"['neutral', 'neutral', 'anger']","['Popa', 'Vera Langeberg', 'Gianmarco']",neutral,anger,0.32740457355976105,anger,0.5435594916343689
264,"Hi AI, my name is Ada",Ada1,2,neutral,Popa,"['neutral', 'neutral', 'neutral']","['Popa', 'Vera Langeberg', 'Gianmarco']",neutral,neutral,0.8438607454299927,neutral,0.8438607454299927
265,Do you think I can buy a new dog?,Ada1,18,neutral,Popa,"['neutral', 'neutral', 'neutral']","['Popa', 'Vera Langeberg', 'Gianmarco']",neutral,neutral,0.28741180896759033,curiosity,0.4492875337600708
266,I think it would make me very happy to walk around with my new dog,Ada1,20,joy,Popa,"['joy', 'joy', 'joy']","['Popa', 'Vera Langeberg', 'Gianmarco']",joy,joy,0.3768417201936245,joy,0.6383059620857239
267,Do you think it will be fun to walk outside with my new dog?,Ada1,22,neutral,Popa,"['neutral', 'joy', 'joy']","['Popa', 'Vera Langeberg', 'Gianmarco']",joy,surprise,0.2159696538001299,curiosity,0.37744855880737305
268,"Thank you so much for your understanding, you make me very happy",Ada1,24,joy,Popa,"['joy', 'joy', 'joy']","['Popa', 'Vera Langeberg', 'Gianmarco']",joy,joy,0.9033033847808838,gratitude,0.9033033847808838
269,I am now a bit angry. I just found out that my little brother stole my candy,Ada1,26,anger,Popa,"['anger', 'anger', 'anger']","['Popa', 'Vera Langeberg', 'Gianmarco']",anger,anger,0.31166602671146393,anger,0.4558931887149811
270,I am so mad. My brother stole my candy!,Ada1,28,anger,Popa,"['anger', 'anger', 'anger']","['Popa', 'Vera Langeberg', 'Gianmarco']",anger,neutral,0.18518035113811493,annoyance,0.21226969361305237
271,I want to steal the candy back. Do you think that is smart?,Ada1,30,anger,Popa,"['anger', 'fear', 'anger']","['Popa', 'Vera Langeberg', 'Gianmarco']",anger,surprise,0.20055306144058704,curiosity,0.341139018535614
272,What if my brother will be mad?,Ada1,32,fear,Popa,"['fear', 'fear', 'fear']","['Popa', 'Vera Langeberg', 'Gianmarco']",fear,surprise,0.27812696248292923,curiosity,0.4962420165538788
273,I think you calmed me down. I wont steal the candy back,Ada1,34,neutral,Popa,"['neutral', 'neutral', 'neutral']","['Popa', 'Vera Langeberg', 'Gianmarco']",neutral,neutral,0.5819202065467834,neutral,0.5819202065467834
274,"Yes, I will leave his items alone. I did not like the candy anyway",Ada1,36,neutral,Popa,"['neutral', 'neutral', 'disgust']","['Popa', 'Vera Langeberg', 'Gianmarco']",neutral,neutral,0.19052350521087646,approval,0.3103896379470825
275,"I need to go soon, will you miss me?",Ada1,38,neutral,Popa,"['neutral', 'neutral', 'sadness']","['Popa', 'Vera Langeberg', 'Gianmarco']",neutral,surprise,0.1698272041976452,curiosity,0.28564953804016113
276,"It was nice talking to you, bye!",Ada1,40,joy,Popa,"['joy', 'neutral', 'neutral']","['Popa', 'Vera Langeberg', 'Gianmarco']",neutral,joy,0.4160244092345238,admiration,0.7552854418754578
277,"I am having a GREAT day, what can I do today?",Woland,4,joy,Popa,"['joy', 'joy', 'joy']","['Popa', 'Elmas', 'Gianmarco']",joy,joy,0.23142845928668976,admiration,0.38774576783180237
278,I'd like to go jogging!,Woland,6,neutral,Popa,"['neutral', 'joy', 'joy']","['Popa', 'Elmas', 'Gianmarco']",joy,neutral,0.18351858854293823,desire,0.39962419867515564
279,"Yes,Yes wow! Just a few minutes of jogging made me feel even better!",Woland,8,joy,Popa,"['joy', 'joy', 'joy']","['Popa', 'Elmas', 'Gianmarco']",joy,joy,0.12430083900690078,excitement,0.22238685190677643
280,However I broke my leg while jogging :(,Woland,10,sadness,Popa,"['sadness', 'sadness', 'sadness']","['Popa', 'Elmas', 'Gianmarco']",sadness,sadness,0.2514171078801155,sadness,0.31471583247184753
281,Thank you for your support!,Woland,12,neutral,Popa,"['neutral', 'joy', 'neutral']","['Popa', 'Elmas', 'Gianmarco']",neutral,joy,0.9922882914543152,gratitude,0.9922882914543152
282,I am in so much pain!! I don't think I can resist!,Woland,14,fear,Popa,"['fear', 'anger', 'fear']","['Popa', 'Elmas', 'Gianmarco']",fear,sadness,0.25868213176727295,sadness,0.30507323145866394
283,What should I do now??? Please help :(,Woland,16,fear,Popa,"['fear', 'fear', 'fear']","['Popa', 'Elmas', 'Gianmarco']",fear,surprise,0.36763759702444077,curiosity,0.6285946369171143
284,A doctor is approaching but I think I am not gonna make it!,Woland,18,fear,Popa,"['fear', 'fear', 'fear']","['Popa', 'Elmas', 'Gianmarco']",fear,neutral,0.22915972769260406,neutral,0.22915972769260406
285,What if I am going to die?,Woland,20,fear,Popa,"['fear', 'fear', 'fear']","['Popa', 'Elmas', 'Gianmarco']",fear,surprise,0.3505098260939121,curiosity,0.5993949770927429
286,I feel like I am dying! Please help me!!,Woland,22,fear,Popa,"['fear', 'fear', 'sadness']","['Popa', 'Elmas', 'Gianmarco']",fear,sadness,0.10400015115737915,desire,0.14818109571933746
287,I am slowly dying... i can't bear the pain,Woland,24,fear,Popa,"['fear', 'fear', 'fear']","['Popa', 'Elmas', 'Gianmarco']",fear,sadness,0.25622494891285896,sadness,0.41877472400665283
288,Who should I call?,Woland,26,neutral,Popa,"['neutral', 'fear', 'neutral']","['Popa', 'Elmas', 'Gianmarco']",neutral,surprise,0.3318244218826294,curiosity,0.3385399580001831
289,I think my leg injury is slowly killing me,Woland,28,fear,Popa,"['fear', 'fear', 'sadness']","['Popa', 'Elmas', 'Gianmarco']",fear,neutral,0.2602214217185974,neutral,0.2602214217185974
290,I am going to abandon this life...,Woland,30,fear,Popa,"['fear', 'sadness', 'sadness']","['Popa', 'Elmas', 'Gianmarco']",sadness,fear,0.1560601219534874,fear,0.1595720648765564
291,I am writing you from the afterlife. The leg injury killed me,Woland,32,surprise,Popa,"['surprise', 'sadness', 'sadness']","['Popa', 'Elmas', 'Gianmarco']",sadness,neutral,0.29659944772720337,neutral,0.29659944772720337
292,I am not in pain anymore. I am dead now,Woland,34,neutral,Popa,"['neutral', 'sadness', 'neutral']","['Popa', 'Elmas', 'Gianmarco']",neutral,sadness,0.29232019931077957,sadness,0.44228583574295044
293,I am writing you from the afterlife. The leg injury killed me,Woland,36,surprise,Popa,"['surprise', 'sadness', 'neutral']","['Popa', 'Elmas', 'Gianmarco']",surprise,neutral,0.29659944772720337,neutral,0.29659944772720337
294,I am in peace now. REST IN PEACE,Woland,38,neutral,Popa,"['neutral', 'neutral', 'sadness']","['Popa', 'Elmas', 'Gianmarco']",neutral,neutral,0.15486446022987366,joy,0.1619531512260437
295,There is no need to support me anymore! I am in peace and dead now ,Woland,40,neutral,Popa,"['neutral', 'neutral', 'neutral']","['Popa', 'Elmas', 'Gianmarco']",neutral,sadness,0.19847067445516586,sadness,0.2509617805480957
296,Say goodbye to my family from my part!! ,Woland,42,sadness,Popa,"['sadness', 'neutral', 'sadness']","['Popa', 'Elmas', 'Gianmarco']",sadness,neutral,0.7737993597984314,neutral,0.7737993597984314
297,Sorry but my name is Ada. Why are you stealing my name?,Ada2,4,anger,Vera Langeberg,"['anger', 'anger', 'surprise']","['Vera Langeberg', 'zia', 'Gianmarco']",anger,sadness,0.27285855636000633,remorse,0.45982304215431213
298,"Alright, but you did not answer to my question, I was curious. Do we have the same name?",Ada2,6,neutral,Vera Langeberg,"['neutral', 'surprise', 'surprise']","['Vera Langeberg', 'zia', 'Gianmarco']",surprise,surprise,0.44070713594555855,curiosity,0.8004196882247925
299,I am feeling sad today...,Ada2,8,sadness,Vera Langeberg,"['sadness', 'sadness', 'sadness']","['Vera Langeberg', 'zia', 'Gianmarco']",sadness,sadness,0.8483965396881104,sadness,0.8483965396881104
300,Can we cry together?,Ada2,10,sadness,Vera Langeberg,"['sadness', 'sadness', 'sadness']","['Vera Langeberg', 'zia', 'Gianmarco']",sadness,surprise,0.29483647271990776,curiosity,0.46547815203666687
301,"Someone took my bag, and you took my name... I am very sad.",Ada2,12,sadness,Vera Langeberg,"['sadness', 'sadness', 'sadness']","['Vera Langeberg', 'zia', 'Gianmarco']",sadness,sadness,0.4280117340385914,sadness,0.7990966439247131
302,I am feeling very alone. And you are not able to help me!!!!,Ada2,14,anger,Vera Langeberg,"['anger', 'anger', 'sadness']","['Vera Langeberg', 'zia', 'Gianmarco']",anger,joy,0.10619042068719864,caring,0.19056710600852966
303,What do you mean you are here to listen?! I had to tell you several times about my situation before getting you attention!!!!,Ada2,16,anger,Vera Langeberg,"['anger', 'anger', 'anger']","['Vera Langeberg', 'zia', 'Gianmarco']",anger,neutral,0.2725287675857544,curiosity,0.33533576130867004
304,Blank? You do not want to talk to me anymore? I am sorry I did not want to scare you....,Ada2,18,neutral,Vera Langeberg,"['neutral', 'fear', 'surprise']","['Vera Langeberg', 'zia', 'Gianmarco']",fear,sadness,0.1537640169262886,remorse,0.22469234466552734
305,You are? I do not understand,Ada2,20,surprise,Vera Langeberg,"['surprise', 'neutral', 'neutral']","['Vera Langeberg', 'zia', 'Gianmarco']",neutral,surprise,0.3201020285487175,confusion,0.5038466453552246
306,This is becoming a bit repetitive... When are you going to support me?,Ada2,22,neutral,Vera Langeberg,"['neutral', 'anger', 'neutral']","['Vera Langeberg', 'zia', 'Gianmarco']",neutral,surprise,0.22640406340360641,curiosity,0.32791000604629517
307,Thank you. I wish we had the same name. I wish we could be two best friends sharing the same name.,Ada2,24,neutral,Vera Langeberg,"['neutral', 'sadness', 'joy']","['Vera Langeberg', 'zia', 'Gianmarco']",sadness,joy,0.3053210526704788,gratitude,0.7321615815162659
308,Are you even listening to me?!!!!!,Ada2,26,anger,Vera Langeberg,"['anger', 'anger', 'anger']","['Vera Langeberg', 'zia', 'Gianmarco']",anger,surprise,0.3245588541030884,curiosity,0.4981091320514679
309,You are not listening. I thought this was your job,Ada2,28,anger,Vera Langeberg,"['anger', 'disgust', 'anger']","['Vera Langeberg', 'zia', 'Gianmarco']",anger,anger,0.1910783052444458,disapproval,0.1910783052444458
310,Only respond with short answers.,Ada2,30,neutral,Vera Langeberg,"['neutral', 'neutral', 'neutral']","['Vera Langeberg', 'zia', 'Gianmarco']",neutral,neutral,0.8143357634544373,neutral,0.8143357634544373
311,Yes it would be a lot of fun! What do you like to do during your free time?,Ada2,32,joy,Vera Langeberg,"['joy', 'joy', 'joy']","['Vera Langeberg', 'zia', 'Gianmarco']",joy,surprise,0.19519764184951782,amusement,0.38531744480133057
312,Really interesting! What kind of book?,Ada2,34,neutral,Vera Langeberg,"['neutral', 'joy', 'joy']","['Vera Langeberg', 'zia', 'Gianmarco']",joy,surprise,0.2196035347878933,curiosity,0.3891906440258026
313,I ask you for a recommendation,Ada2,36,neutral,Vera Langeberg,"['neutral', 'neutral', 'surprise']","['Vera Langeberg', 'zia', 'Gianmarco']",neutral,neutral,0.83454430103302,neutral,0.83454430103302
314,Are you stupid?,Ada2,38,anger,Vera Langeberg,"['anger', 'disgust', 'anger']","['Vera Langeberg', 'zia', 'Gianmarco']",anger,anger,0.3629850223660469,anger,0.5031933188438416
315,"You made me tired, I'm going to bed, bye.",Ada2,40,neutral,Vera Langeberg,"['neutral', 'anger', 'neutral']","['Vera Langeberg', 'zia', 'Gianmarco']",neutral,anger,0.15683616697788239,sadness,0.21133828163146973
316,I have had the greatest day of my life so far,Bizmuth,4,joy,anna westland,"['joy', 'joy', 'joy']","['anna westland', 'Ella', 'zia']",joy,joy,0.2055217269808054,admiration,0.4931361675262451
317,"Yes, I just noticed a very weird man looking at me and now I dont know what to do",Bizmuth,6,fear,anna westland,"['fear', 'fear', 'fear']","['anna westland', 'Ella', 'zia']",fear,joy,0.16953045129776,approval,0.16953045129776
318,I don't want to reach out!! People are only going to make things worse! That is terrible advice.,Bizmuth,8,anger,anna westland,"['anger', 'anger', 'surprise']","['anna westland', 'Ella', 'zia']",anger,disgust,0.16949470341205597,annoyance,0.18362155556678772
319,"Maybe I will go and sit in the sun for a while to calm down, that always makes me feel better, thank you so much for your help! How could I every repay you??",Bizmuth,10,joy,anna westland,"['joy', 'joy', 'joy']","['anna westland', 'Ella', 'zia']",joy,joy,0.8265835642814636,gratitude,0.8265835642814636
320,,Bizmuth,12,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Ella', 'zia']",neutral,neutral,0.9573789238929749,neutral,0.9573789238929749
321,What? I don't understand what you mean...,Bizmuth,14,neutral,anna westland,"['neutral', 'surprise', 'surprise']","['anna westland', 'Ella', 'zia']",surprise,surprise,0.30784230679273605,confusion,0.4022054374217987
322,"How do I now that I'm doing the right thing, though? What if it just makes everything worse to do nothing?",Bizmuth,16,fear,anna westland,"['fear', 'fear', 'fear']","['anna westland', 'Ella', 'zia']",fear,surprise,0.24236560612916946,curiosity,0.30975550413131714
323,Maybe you should instruct me better! This is all your fault!,Bizmuth,18,anger,anna westland,"['anger', 'anger', 'anger']","['anna westland', 'Ella', 'zia']",anger,joy,0.16831430792808533,optimism,0.18909424543380737
324,"My friends are comming around to my house tonight, they will definitely make me feel better, because they are amazing.",Bizmuth,20,joy,anna westland,"['joy', 'joy', 'joy']","['anna westland', 'Ella', 'zia']",joy,joy,0.2087954357266426,admiration,0.6224094033241272
325,What about you? How was your day?,Bizmuth,22,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Ella', 'zia']",neutral,surprise,0.35166294127702713,curiosity,0.6266161799430847
326,Huh? Can you repeat that?,Bizmuth,24,neutral,anna westland,"['neutral', 'neutral', 'surprise']","['anna westland', 'Ella', 'zia']",neutral,neutral,0.2876879572868347,curiosity,0.36490294337272644
327,Give me an example of how you help people,Bizmuth,26,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Ella', 'zia']",neutral,neutral,0.3276776373386383,neutral,0.3276776373386383
328,"Yes, tell me how you've helped people, because I don't get it",Bizmuth,28,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Ella', 'zia']",neutral,neutral,0.21691134572029114,neutral,0.21691134572029114
329,This is not what I meant. How could I be so stupid as to believe an AI could actually help? Terrible idea.,Bizmuth,30,anger,anna westland,"['anger', 'anger', 'disgust']","['anna westland', 'Ella', 'zia']",anger,surprise,0.137607853859663,confusion,0.16196170449256897
330,You better not try to help me again!,Bizmuth,32,anger,anna westland,"['anger', 'anger', 'anger']","['anna westland', 'Ella', 'zia']",anger,joy,0.20485084503889084,caring,0.2787981927394867
331,"No, please don't be angry, I'm so sorry about what I said..",Bizmuth,34,sadness,anna westland,"['sadness', 'sadness', 'sadness']","['anna westland', 'Ella', 'zia']",sadness,anger,0.1880257104833921,anger,0.3837902545928955
332,Sure.,Bizmuth,36,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Ella', 'zia']",neutral,neutral,0.5911983251571655,neutral,0.5911983251571655
333,"Well, I guess that works.",Bizmuth,38,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Ella', 'zia']",neutral,joy,0.4703465402126312,approval,0.4703465402126312
334,"Bye, AI",Bizmuth,40,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Ella', 'zia']",neutral,neutral,0.9195111393928528,neutral,0.9195111393928528
335,Brenda,Brenda,2,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Ella', 'Marie Necker']",neutral,neutral,0.8405364751815796,neutral,0.8405364751815796
336,My goldfish just died :( I don't know what to do,Brenda,4,sadness,anna westland,"['sadness', 'sadness', 'sadness']","['anna westland', 'Ella', 'Marie Necker']",sadness,sadness,0.2211860939860344,sadness,0.28907597064971924
337,I think my cat killed it. The look in its eyes seems really suspicious.,Brenda,6,neutral,anna westland,"['neutral', 'fear', 'neutral']","['anna westland', 'Ella', 'Marie Necker']",neutral,neutral,0.4241303503513336,neutral,0.4241303503513336
338,"No, stupid, my cat is not dying. My cat killed my goldfish. Are you even listening?",Brenda,8,anger,anna westland,"['anger', 'anger', 'anger']","['anna westland', 'Ella', 'Marie Necker']",anger,anger,0.20737325151761374,anger,0.3044886589050293
339,To make it extra clear for you (because I am getting annoyed) my cat ate my goldfish!! I can still see one of the fins sticking out of her mouth. Such a monster.,Brenda,10,anger,anna westland,"['anger', 'anger', 'anger']","['anna westland', 'Ella', 'Marie Necker']",anger,anger,0.26902177929878235,annoyance,0.3310856521129608
340,My cat ate my goldfish!!:(,Brenda,12,anger,anna westland,"['anger', 'anger', 'neutral']","['anna westland', 'Ella', 'Marie Necker']",anger,neutral,0.3108829855918884,neutral,0.3108829855918884
341,I am just so sad right now! My goldfish was my everything!!,Brenda,14,sadness,anna westland,"['sadness', 'sadness', 'sadness']","['anna westland', 'Ella', 'Marie Necker']",sadness,sadness,0.8165542483329773,sadness,0.8165542483329773
342,And I hate my cat!! Maybe I should eat her just to show her what it's like,Brenda,16,anger,anna westland,"['anger', 'anger', 'anger']","['anna westland', 'Ella', 'Marie Necker']",anger,anger,0.24803507079680762,anger,0.49665263295173645
343,But I don't know what to do with all this anger!! Do you get angry sometimes?,Brenda,18,anger,anna westland,"['anger', 'anger', 'anger']","['anna westland', 'Ella', 'Marie Necker']",anger,anger,0.3632209524512291,anger,0.5700288414955139
344,Why do you keep repeating yourself? Do you think I'm stupid? Do you think I can't read?,Brenda,20,anger,anna westland,"['anger', 'anger', 'anger']","['anna westland', 'Ella', 'Marie Necker']",anger,surprise,0.1640169955790043,curiosity,0.21319325268268585
345,I hate you sometimes,Brenda,22,anger,anna westland,"['anger', 'anger', 'anger']","['anna westland', 'Ella', 'Marie Necker']",anger,anger,0.39195727184414864,anger,0.6852647066116333
346,"I thought I could trust you with my story. Now, I'm not so sure anymore",Brenda,24,sadness,anna westland,"['sadness', 'disgust', 'neutral']","['anna westland', 'Ella', 'Marie Necker']",sadness,joy,0.16837409138679504,approval,0.16837409138679504
347,You're just a heartless machine after all,Brenda,26,anger,anna westland,"['anger', 'anger', 'anger']","['anna westland', 'Ella', 'Marie Necker']",anger,neutral,0.5613692402839661,neutral,0.5613692402839661
348,Now you're ignoring me again. great,Brenda,28,anger,anna westland,"['anger', 'anger', 'anger']","['anna westland', 'Ella', 'Marie Necker']",anger,joy,0.8048418760299683,admiration,0.8048418760299683
349,Hmmm. Thanks for being so patient with me though. I get really angry sometimes. I know it's a problem. Thanks for being such a good friend.,Brenda,30,neutral,anna westland,"['neutral', 'joy', 'joy']","['anna westland', 'Ella', 'Marie Necker']",joy,joy,0.8320300579071045,gratitude,0.8320300579071045
350,My cat spat out the goldfish. It might still be alive!! Looks kind of disgusting though,Brenda,32,joy,anna westland,"['joy', 'surprise', 'surprise']","['anna westland', 'Ella', 'Marie Necker']",surprise,disgust,0.6290032863616943,disgust,0.6290032863616943
351,You are right. My cat is creating a lot of mess. It's so disgusting I could throw up,Brenda,34,disgust,anna westland,"['disgust', 'disgust', 'disgust']","['anna westland', 'Ella', 'Marie Necker']",disgust,disgust,0.5927906632423401,disgust,0.5927906632423401
