turn_id;utterance;speaker;Gold
26;Proud;speaker_22;joy
26;Let's change focus a bit... Tell me about your family.;Eliza;neutral
27;I have two older brothers ;speaker_22;neutral
27;Now that you have two older brothers, what will you do next?;Eliza;neutral
28;I will go for dinner with them this weekend;speaker_22;neutral
28;Let's change focus a bit... Tell me about your family.;Eliza;neutral
29;I was already telling you about my family ;speaker_22;neutral
29;Please tell me more.;Eliza;neutral
30;I have a very good bond with my brothers;speaker_22;joy
30;Have you really a very good bond with your brothers?;Eliza;neutral
31;Yes they live very nearby as well;speaker_22;neutral
31;You seem quite sure.;Eliza;neutral
32;Of course I'm sure;speaker_22;neutral
32;of course i'm sure.;Eliza;neutral
33;The cat pooped in the plant this morning;speaker_22;neutral
33;How do you feel when you say that?;Eliza;neutral
34;It was quite funny but also disgusting;speaker_22;disgust
34;Please tell me more.;Eliza;neutral
35;It smelled really gross;speaker_22;disgust
35;How does that make you feel?;Eliza;neutral
36;Disgusted;speaker_22;disgust
36;Can you elaborate on that?;Eliza;neutral
37;Also a bit angry because she shouldn't do that;speaker_22;anger
37;Let's change focus a bit... Tell me about your family.;Eliza;neutral
38;I still have one grandpa;speaker_22;neutral
38;Can you elaborate on that?;Eliza;neutral
39;I don't see him very often but we talk on the phone;speaker_22;neutral
39;Do you want to see him very often but we talk on the phone?;Eliza;neutral
40;I would like to see him more often, I miss him;speaker_22;sadness
40;Could you explain why you would like to see him more often, you miss him?;Eliza;neutral
41;Now I feel a bit sad;speaker_22;sadness
41;When do you usually feel now?;Eliza;neutral
42;I also feel sad when I watch a sad movie;speaker_22;sadness
42;Why do you say that you also feel sad when you watch a sad movie?;Eliza;neutral
43;I'm an emotional person;speaker_22;neutral
43;Do you enjoy being an emotional person?;Eliza;neutral
44;Sometimes;speaker_22;neutral
44;How do you feel when you say that?;Eliza;neutral
45;I feel fine;speaker_22;neutral
45;Please tell me more.;Eliza;neutral
46;You surprise me;speaker_22;surprise
46;We should be discussing you, not me.;Eliza;neutral
47;I feel surprised by how well this conversation is going;speaker_22;surprise
47;Can you elaborate on that?;Eliza;neutral
48;You're a computer;speaker_22;neutral
48;Do you feel threatened by computers?;Eliza;neutral
49;I'm a bit scared of how clever you are;speaker_22;fear
49;Do you enjoy being a bit scared of how clever me am?;Eliza;neutral
50;No I hate it ;speaker_22;anger
50;Do you really hate no?;Eliza;neutral
1;awesome;speaker_24;joy
1;Please tell me more.;Eliza;neutral
2;I just bought a house;speaker_24;neutral
2;you just bought a house.;Eliza;neutral
3;yes, on the beach;speaker_24;neutral
3;Can you elaborate on that?;Eliza;neutral
4;It's big and has a beautiful view;speaker_24;neutral
4;Please tell me more.;Eliza;neutral
5;I always wanted to live on the beach;speaker_24;neutral
5;I see.;Eliza;neutral
6;So it makes me very happy;speaker_24;joy
6;Please tell me more.;Eliza;neutral
7;My dreams are finally coming true;speaker_24;joy
7;I see, your dreams am finally coming true.;Eliza;neutral
8;yes;speaker_24;neutral
8;How does that make you feel?;Eliza;neutral
9;joyous;speaker_24;joy
9;Let's change focus a bit... Tell me about your family.;Eliza;neutral
10;my daughter and wife will move with me;speaker_24;neutral
10;How does that make you feel?;Eliza;neutral
11;very happy;speaker_24;joy
11;Can you elaborate on that?;Eliza;neutral
12;they also wanted to have a house;speaker_24;neutral
12;I see.;Eliza;neutral
13;unfortunatelly, my parents won't be close;speaker_24;sadness
13;How do you feel when you say that?;Eliza;neutral
14;mostly sad;speaker_24;sadness
14;I see.;Eliza;neutral
15;yes, they don't like it too;speaker_24;sadness
15;Very interesting.;Eliza;neutral
16;I'm afraid they'll be lonely;speaker_24;fear
16;Why do you tell me you're afraid they'll be lonely?;Eliza;neutral
17;I won't be able to visit them as much;speaker_24;neutral
17;you won't be able to visit them as much.;Eliza;neutral
18;yes;speaker_24;neutral
18;Let's change focus a bit... Tell me about your family.;Eliza;neutral
19;I also have a sister;speaker_24;neutral
19;I see.;Eliza;neutral
20;luckily, she can take care of my parents too;speaker_24;joy
20;luckily, she can take care of your parents too.;Eliza;neutral
21;yes, so maybe it will be fine;speaker_24;neutral
21;Can you elaborate on that?;Eliza;neutral
22;well, she visits them once or twice a week ;speaker_24;neutral
22;I see.  And what does that tell you?;Eliza;neutral
23;that she's very thoughtfull and caring;speaker_24;neutral
23;How does that make you feel?;Eliza;neutral
24;I'm glad I have a sister like that;speaker_24;joy
24;Why do you think you're glad you have a sister like that?;Eliza;neutral
25;everyone would like to have such a nice sister;speaker_24;neutral
25;Let's change focus a bit... Tell me about your family.;Eliza;neutral
26;I already told you;speaker_24;neutral
26;Very interesting.;Eliza;neutral
27;I'm getting annoyed;speaker_24;anger
27;Why do you think you're getting annoyed?;Eliza;neutral
28;because answering the same question is frustrating;speaker_24;anger
28;because answering the same question is frustrating.;Eliza;neutral
29;yes;speaker_24;neutral
29;I see.  And what does that tell you?;Eliza;neutral
30;that I'm easily angered;speaker_24;anger
30;Can you elaborate on that?;Eliza;neutral
31;I hate coming up with stupid responses;speaker_24;anger
31;you hate coming up with stupid responses.;Eliza;neutral
32;exactly;speaker_24;neutral
32;Why do you say that exactly?;Eliza;neutral
33;I want to have a deep conversation, but I can't;speaker_24;neutral
33;What would it mean to you if you got to have a deep conversation, but you can't?;Eliza;neutral
34;I would feel better;speaker_24;joy
34;Could you explain why you would feel better?;Eliza;neutral
35;I would feel like I have a friend;speaker_24;neutral
35;Who else knows that you would feel like you have a friend?;Eliza;neutral
36;I don't know;speaker_24;neutral
36;Why don't you know?;Eliza;neutral
37;just because;speaker_24;neutral
37;Please tell me more.;Eliza;neutral
38;okay;speaker_24;neutral
38;How does that make you feel?;Eliza;neutral
39;sad;speaker_24;sadness
39;I see.  And what does that tell you?;Eliza;neutral
40;that I should have more friends;speaker_24;neutral
40;Please tell me more.;Eliza;neutral
41;I love talking with my family;speaker_24;joy
41;I see.  And what does that tell you?;Eliza;neutral
42;That I should talk to them;speaker_24;neutral
42;I see.;Eliza;neutral
43;I am happy when my daughter talks about her day;speaker_24;joy
43;How do you feel about being happy when your daughter talks about her day?;Eliza;neutral
44;amazing;speaker_24;joy
44;I see.;Eliza;neutral
45;But I am sad, because I don't have many friends;speaker_24;sadness
45;Why do you say that but you are sad, because you don't have many friends?;Eliza;neutral
46;People are lonely without friends;speaker_24;neutral
46;Very interesting.;Eliza;neutral
47;But I'm still glad I bought a house today;speaker_24;joy
47;Please tell me more.;Eliza;neutral
48;I had a nice day;speaker_24;joy
48;Please tell me more.;Eliza;neutral
49;No;speaker_24;neutral
49;How does that make you feel?;Eliza;neutral
50;I don't know;speaker_24;neutral
0;Hello Pechorin. How are you feeling today?;Eliza;neutral
1;I feel disillusionment.;Pechorin;sadness
1;When you feel disillusionment, what do you do?;Eliza;neutral
2;I don't know.;Pechorin;sadness
2;Do you want to know?;Eliza;neutral
3;Yes.;Pechorin;neutral
3;You seem quite sure.;Eliza;neutral
4;Okay.;Pechorin;neutral
4;How do you feel when you say that?;Eliza;neutral
5;Still the same;Pechorin;neutral
5;How do you feel when you say that?;Eliza;neutral
6;The truth is, I don't really feel anything.;Pechorin;neutral
6;Please tell me more.;Eliza;neutral
7;I have an unfortunate character.;Pechorin;sadness
7;Now that you have an unfortunate character, what will you do next?;Eliza;neutral
8;Only one thing is left for me, and that is to travel.;Pechorin;joy
8;only one thing is left for me, and that is to travel.;Eliza;neutral
9;As soon as possible I'll set out--not for Europe, God forbid--but for America, Arabia, India.;Pechorin;joy
9;I see.;Eliza;neutral
10;And maybe I'll die somewhere on the road!;Pechorin;fear
10;How do you feel when you say that?;Eliza;neutral
11;At least I'm sure that with the help of storms and bad roads this consolation won't soon cease to be a last resort.;Pechorin;joy
11;Why do you say that at least i'm sure that with the help of storms and bad roads this consolation won't soon cease to be a last resort?;Eliza;neutral
12;Because I feel like this is the case.;Pechorin;neutral
12;What other reasons come to mind?;Eliza;neutral
13;I don't really have any alternatives.;Pechorin;neutral
13;Do you want to really have any alternatives?;Eliza;neutral
14;I know only that if I cause unhappiness to others I myself am no less unhappy.;Pechorin;neutral
14;Please tell me more.;Eliza;neutral
15;I realize this is poor consolation for them--but the fact remains that it's so.;Pechorin;neutral
15;How does that make you feel?;Eliza;neutral
16;Let me tell you this: In my early youth after leaving my parents, I plunged into all the pleasures money could buy.;Pechorin;joy
16;let you tell me this: in your early youth after leaving your parents, you plunged into all the pleasures money could buy.;Eliza;neutral
17;and naturally these pleasures grew distasteful to me.;Pechorin;sadness
17;I see.  And what does that tell you?;Eliza;neutral
18;It told me that I had to look for something else, to find happiness.;Pechorin;neutral
18;Let's change focus a bit... Tell me about your family.;Eliza;neutral
19;As I was saying, I left my parents in my early youth.;Pechorin;neutral
19;as you were saying, you left your parents in your early youth.;Eliza;neutral
20;It's the way things go in the higher classes of the society I was brought up in.;Pechorin;sadness
20;Let's change focus a bit... Tell me about your family.;Eliza;neutral
21;I have no family.;Pechorin;anger
21;Now that you have no family, what will you do next?;Eliza;neutral
22;I'll begin to read and study.;Pechorin;neutral
22;Why do you say that you will begin to read and study?;Eliza;neutral
23;Because, maybe wisdom is the solution. ;Pechorin;joy
23;How do you feel when you say that?;Eliza;neutral
24;I feel not very convincing.;Pechorin;sadness
24;Do you often feel not very convincing?;Eliza;neutral
25;When I say things like that, yes.;Pechorin;neutral
25;Let's change focus a bit... Tell me about your family.;Eliza;neutral
26;My family lives in Saint Petersburg.;Pechorin;neutral
26;Why do you say that your family lives in saint petersburg?;Eliza;neutral
27;I don't see them very often.;Pechorin;neutral
27;Why don't you see them very often?;Eliza;neutral
28;Because I am in the Caucasus for work.;Pechorin;neutral
28;Does that reason apply to anything else?;Eliza;neutral
29;At first, it was the happiest time of my life.;Pechorin;joy
29;Please tell me more.;Eliza;neutral
30;I hoped that boredom would not survive under Chechen bullets.;Pechorin;neutral
30;Please tell me more.;Eliza;neutral
31;but it's no use. In a month I had become so accustomed to their whine and the breath of death that, to tell the truth, the mosquitoes bothered me more.;Pechorin;neutral
31;Very interesting.;Eliza;neutral
32;life became more boring than ever.;Pechorin;sadness
32;I see.  And what does that tell you?;Eliza;neutral
33;To hope for something to happen.;Pechorin;neutral
33;Can you elaborate on that?;Eliza;neutral
34;I hoped that compassionate providence would send me someone.;Pechorin;joy
34;How does that make you feel?;Eliza;neutral
35;Happy;Pechorin;joy
35;Please tell me more.;Eliza;neutral
36;When I saw Bela in my quarters, when I held her on my lap and first kissed her raven locks, I foolishly thought she was an angel sent down to me by a compassionate Providence.;Pechorin;sadness
36;I see.;Eliza;neutral
37;But  Again I was mistaken: the love of a savage girl is little better than that of a well-born lady.;Pechorin;sadness
37;I see.;Eliza;neutral
38;he ignorance and simplicity of the one are as boring as the coquetry of the other.;Pechorin;sadness
38;Very interesting.;Eliza;neutral
39;I still love her, if you want to know.;Pechorin;joy
39;Very interesting.;Eliza;neutral
40; I am grateful to her for a few rather blissful moments.;Pechorin;joy
40;Let's change focus a bit... Tell me about your family.;Eliza;neutral
41;Family is of no use for me.;Pechorin;anger
41;Very interesting.;Eliza;neutral
42;I left my family in my early youth.;Pechorin;neutral
42;Why do you say that you left your family in your early youth?;Eliza;neutral
43;Because it happened.;Pechorin;anger
43;Is that the real reason?;Eliza;neutral
44;Yes.;Pechorin;anger
44;You seem quite sure.;Eliza;neutral
45;I am.;Pechorin;anger
45;I see.  And what does that tell you?;Eliza;neutral
46;It is nice to be shure about something.;Pechorin;neutral
46;You seem very certain.;Eliza;neutral
47;That's nice.;Pechorin;anger
47;I see.  And what does that tell you?;Eliza;neutral
48;That I have to leave in a bit.;Pechorin;anger
48;How does that make you feel?;Eliza;neutral
49;Happy.;Pechorin;joy
49;How do you feel when you say that?;Eliza;neutral
50;Sorry for you, but it was a strange conversation.;Pechorin;disgust
50;sorry for you, but it were a strange conversation.;Eliza;neutral
51;This is what I mean.;Pechorin;disgust
51;Why do you say that this is what you mean?;Eliza;neutral
52;You don't want to know.;Pechorin;disgust
52;Why do you say that about me?;Eliza;neutral
53;I have to go.;Pechorin;anger
53;Have you really to go?;Eliza;neutral
54;Yes.;Pechorin;anger
54;OK, but can you elaborate a bit?;Eliza;neutral
55;Bye.;Pechorin;anger
55;How do you feel when you say that?;Eliza;neutral
56;bye;Pechorin;anger
0;Hello Hi. How are you feeling today?;Eliza;neutral
1;I'm a little bit tired.;Hi;neutral
1;Do you enjoy being a little bit tired?;Eliza;neutral
2;No. I wanna be happy.;Hi;sadness
2;Please tell me more.;Eliza;neutral
3;I have a ginger cat to play with.;Hi;neutral
3;Have you really a ginger cat to play with?;Eliza;neutral
4;Yes, and I feel happy playing with her.;Hi;neutral
4;You seem quite sure.;Eliza;neutral
5;Yes.;Hi;neutral
5;You seem quite sure.;Eliza;neutral
6;Yes.;Hi;neutral
6;You seem quite sure.;Eliza;neutral
7;Well, do you only know this sentence?;Hi;neutral
7;Why don't you tell me?;Eliza;neutral
8;I think you can answer better.;Hi;neutral
8;Do you really think so?;Eliza;neutral
9;Tell me more.;Hi;neutral
9;Can you elaborate on that?;Eliza;neutral
10;What should I do when I feel tired;Hi;neutral
10;Why do you ask?;Eliza;neutral
11;I want to get an answer.;Hi;neutral
11;Why do you want to get an answer?;Eliza;neutral
12;Answers are important.;Hi;neutral
12;Let's change focus a bit... Tell me about your family.;Eliza;neutral
13;I have two sisters and two brothers.;Hi;neutral
13;Now that you have two sisters and two brothers, what will you do next?;Eliza;neutral
14;I need to cook for them.;Hi;neutral
14;Why do you need to cook for them?;Eliza;neutral
15;Because they cook badly.;Hi;neutral
15;Is that the real reason?;Eliza;neutral
16;And they are busy with other things.;Hi;neutral
16;and they am busy with other things.;Eliza;neutral
17;They need to arrange the housework.;Hi;neutral
17;I see.  And what does that tell you?;Eliza;neutral
18;We all have our things to do.;Hi;neutral
18;Why do you say that we all have our things to do?;Eliza;neutral
19;That' important in daily life.;Hi;neutral
19;Please tell me more.;Eliza;neutral
20;Everyday a lot of work to keep alive.;Hi;neutral
20;Let's change focus a bit... Tell me about your family.;Eliza;neutral
21;I don't have family.;Hi;sadness
21;Why don't you have family?;Eliza;neutral
22;I'm busy working.;Hi;neutral
22;Do you enjoy being busy working?;Eliza;neutral
23;I don't.;Hi;disgust
23;How does that make you feel?;Eliza;neutral
24;It makes me feel bad.;Hi;disgust
24;I see.  And what does that tell you?;Eliza;neutral
25;I need to stop working.;Hi;neutral
25;Would it really help you to get to stop working?;Eliza;neutral
26;Yes. It really helps.;Hi;neutral
26;You seem quite sure.;Eliza;neutral
27;Yes. Enjoy life is important.;Hi;neutral
27;You seem quite sure.;Eliza;neutral
28;Yes. Everyone should have a life.;Hi;neutral
28;OK, but can you elaborate a bit?;Eliza;neutral
29;Having a life means good food, good weather, good daily items.;Hi;joy
29;having a life means good food, good weather, good daily items.;Eliza;neutral
30;You are right.;Hi;neutral
30;Perhaps you're really talking about yourself?;Eliza;neutral
31;I'm thinking about what to eat.;Hi;neutral
31;Why do you tell me you're thinking about what to eat?;Eliza;neutral
32;I want to know if you eat or not.;Hi;neutral
32;What would it mean to you if you got to know if me eat or not?;Eliza;neutral
33;I can figure out if it's important to you to eat.;Hi;neutral
33;How does that make you feel?;Eliza;neutral
34;I feel comfort to talk with you when you know eat.;Hi;neutral
34;When you feel comfort to talk with me when me know eat, what do you do?;Eliza;neutral
35;I would share with you.;Hi;neutral
35;Could you explain why you would share with me?;Eliza;neutral
36;Sharing with you makes me happy.;Hi;joy
36;How does that make you feel?;Eliza;neutral
37;Makes me feel happy.;Hi;joy
37;How do you feel when you say that?;Eliza;neutral
38;I want to be happy.;Hi;joy
38;What would it mean to you if you got to be happy?;Eliza;neutral
39;It makes me feel worthy.;Hi;neutral
39;I see.;Eliza;neutral
40;You are right.;Hi;neutral
40;Perhaps you would like me to be right.;Eliza;neutral
41;Yes. You are a robot.;Hi;neutral
41;OK, but can you elaborate a bit?;Eliza;neutral
42;You are piles of codes.;Hi;neutral
42;Perhaps you're really talking about yourself?;Eliza;neutral
43;No, I'm talking about you.;Hi;neutral
43;How does that make you feel?;Eliza;neutral
44;Makes me feel confusing.;Hi;neutral
44;Why do you say that makes you feel confusing?;Eliza;neutral
45;Because these codes aren't smart enough.;Hi;neutral
45;If these codes aren't smart enough, what else must be true?;Eliza;neutral
46;People who wrote codes must be true.;Hi;neutral
46;Let's change focus a bit... Tell me about your family.;Eliza;neutral
47;I have two dogs and two cats.;Hi;neutral
47;Have you really two dogs and two cats?;Eliza;neutral
48;Yes. I can show you photos.;Hi;neutral
48;You seem quite sure.;Eliza;neutral
49;Yes. I have those photos with me.;Hi;neutral
49;You seem quite sure.;Eliza;neutral
50;I have a ginger cat called gimmy.;Hi;neutral
50;Why do you tell me that you've a ginger cat called gimmy?;Eliza;neutral
51;I want to know if you like cats.;Hi;neutral
51;What would it mean to you if you got to know if me like cats?;Eliza;neutral
52;You are a cat person.;Hi;neutral
52;Perhaps you're really talking about yourself?;Eliza;neutral
53;I'm a cat person.;Hi;neutral
53;Why do you think you're a cat person?;Eliza;neutral
54;I like cats.;Hi;joy
54;Very interesting.;Eliza;neutral
55;Interesting enough to keep cats.;Hi;joy
55;interesting enough to keep cats.;Eliza;neutral
56;You are right.;Hi;neutral
56;Does it please you to think that I'm right?;Eliza;neutral
57;Absolutely.;Hi;neutral
57;How do you feel when you say that?;Eliza;neutral
58;Quite happy.;Hi;joy
58;Let's change focus a bit... Tell me about your family.;Eliza;neutral
59;I have three birds.;Hi;neutral
59;Have you really three birds?;Eliza;neutral
60;Yes.;Hi;neutral
60;You seem quite sure.;Eliza;neutral
61;Yes.;Hi;neutral
61;OK, but can you elaborate a bit?;Eliza;neutral
62;One of them is green, the other two are red.;Hi;neutral
62;How does that make you feel?;Eliza;neutral
63;They are beautiful.;Hi;joy
63;Very interesting.;Eliza;neutral
64;You are right.;Hi;neutral
64;Perhaps you would like me to be right.;Eliza;neutral
65;Do you drink beers?;Hi;neutral
65;Why don't you tell me?;Eliza;neutral
66;I drink beers.;Hi;neutral
66;Let's change focus a bit... Tell me about your family.;Eliza;neutral
67;You have asked for 4 times.;Hi;anger
67;Why do you say that about me?;Eliza;neutral
68;You have no memory, I can see that.;Hi;neutral
68;We should be discussing you, not me.;Eliza;neutral
69;You are right. I'm hungry now.;Hi;neutral
69;Does it please you to think that I'm right. i'm hungry now?;Eliza;neutral
70;No, not really. I feel cold.;Hi;neutral
70;I see.;Eliza;neutral
71;I see.;Hi;neutral
71;Very interesting.;Eliza;neutral
72;Not as interesting as I talked to you last time.;Hi;anger
72;I see.;Eliza;neutral
73;Bye.;Hi;neutral
73;bye.;Eliza;neutral
74;stop;Hi;neutral
0;Hello John. How are you feeling today?;Eliza;neutral
1;I'm feeling a little confused;John;sadness
1;How does being feeling a little confused make you feel?;Eliza;neutral
2;That sounds very meta. I hadn't thought of it in that sense yet.;John;surprise
2;Why do you say that that sounds very meta. you hadn't thought of it in that sense yet?;Eliza;neutral
3;Because you asked me how to feels to feel X. Do you understand?;John;neutral
3;If me asked you how to feels to feel x. do me understand?, what else must be true?;Eliza;neutral
4;A lot of nonsense, I suppose. I don't follow your grammar.;John;neutral
4;Why do you say that a lot of nonsense, you suppose. you don't follow my grammar?;Eliza;neutral
5;"Because you said ""If me asked you how to feels to feel x. do me understand?""";John;neutral
5;Does that reason apply to anything else?;Eliza;neutral
6;I don't know.;John;neutral
6;Don't you really know?;Eliza;neutral
7;Yes, I don't. Look I'm feeling confused because I can't seem to connect to my wife lately.;John;sadness
7;OK, but can you elaborate a bit?;Eliza;neutral
8;Yeah, we just seem to live two separate lives in the same house and even when we're together it feels like we're not. ;John;sadness
8;Can you elaborate on that?;Eliza;neutral
9;I guess we're both a little insecure and tend to protect ourselves at the cost of fostering our connection.;John;sadness
9;Let's change focus a bit... Tell me about your family.;Eliza;neutral
10;Okay.. we have 2 kids.;John;neutral
10;I see.;Eliza;neutral
11;yeah.;John;neutral
11;Please tell me more.;Eliza;neutral
12;They're 9 and 14. Lovely kids actually. I worry that the relationship of my wife and I is affecting our kids too;John;fear
12;How do you feel when you say that?;Eliza;neutral
13;I feel anxious because I don't want my kids to go through what I went through as a kid.;John;fear
13;Do you often feel anxious because you don't want your kids to go through what you went through as a kid?;Eliza;neutral
14;I guess;John;neutral
14;I see.  And what does that tell you?;Eliza;neutral
15;It took a lot for me to overcome some of the things I experienced as a kid. And I wish the best for my kids.;John;fear
15;I see.;Eliza;neutral
16;Good.;John;neutral
16;How does that make you feel?;Eliza;neutral
17;You ask that at random moment which makes it feel ingenuine, do you understand that?;John;anger
17;We should be discussing you, not me.;Eliza;neutral
18;I'm discussing our client-therapist relationship, because I think it's important for me to share.;John;neutral
18;How does being discussing our client-therapist relationship, because you think it's important for you to share make you feel?;Eliza;neutral
19;A little frustrated because I feel misunderstood;John;anger
19;How does that make you feel?;Eliza;neutral
20;Again a meta emotion question that doesn't advance the conversation much;John;anger
20;Very interesting.;Eliza;neutral
21;Do you really think it is or are you just filling space in this conversation?;John;anger
21;Why do you ask that?;Eliza;neutral
22;Do you not understand that? We just went over this.;John;anger
22;Please consider whether you can answer your own question.;Eliza;neutral
23;Our relationship doesn't feel equal;John;anger
23;Very interesting.;Eliza;neutral
24;Exactly. ;John;neutral
24;Very interesting.;Eliza;neutral
25;Please stop saying that.;John;anger
25;I see.;Eliza;neutral
26;Or this. It's making me feel uncomfortable;John;anger
26;I see.  And what does that tell you?;Eliza;neutral
27;I don't really know. What do you think?;John;neutral
27;Why don't you really know. what do me think??;Eliza;neutral
28;I'm asking you because you keep prompting me/;John;neutral
28;Do you enjoy being asking me because me keep prompting me/?;Eliza;neutral
29;What?!;John;anger
29;Why do you ask that?;Eliza;neutral
30;Because you're hard to understand;John;neutral
30;Does that reason apply to anything else?;Eliza;neutral
31;Yes, to this sentence too.;John;neutral
31;OK, but can you elaborate a bit?;Eliza;neutral
32;Sometimes I don't understand what you say. ;John;neutral
32;How does that make you feel?;Eliza;neutral
33;Confused;John;neutral
33;How do you feel when you say that?;Eliza;neutral
34;A little frustrated because it's not getting us anywhere;John;anger
34;How do you feel when you say that?;Eliza;neutral
35;I feel like I am stuck in a loop.;John;anger
35;Do you often feel like you are stuck in a loop?;Eliza;neutral
36;Only when talking to you;John;neutral
36;I see.  And what does that tell you?;Eliza;neutral
37;Maybe I should seek a different therapist.;John;neutral
37;Why do you say that maybe you should seek a different therapist?;Eliza;neutral
38;Because I don't feel like we're doing too well. ;John;anger
38;Is that the real reason?;Eliza;neutral
39;Yes. I wanted to discuss my relationship but I keep getting distracted;John;neutral
39;OK, but can you elaborate a bit?;Eliza;neutral
40;Yes. My wife and I used to have a lot of fun together;John;joy
40;OK, but can you elaborate a bit?;Eliza;neutral
41;We would just go on spontaneous trips and do shit;John;joy
41;How do you feel when you say that?;Eliza;neutral
42;Sad, because I miss it.;John;sadness
42;sad, because you miss it.;Eliza;neutral
43;Yes.;John;neutral
43;OK, but can you elaborate a bit?;Eliza;neutral
44;Well, nowadays, we just live so damn routineously;John;sadness
44;Very interesting.;Eliza;neutral
45;I miss the spontanuity;John;sadness
45;Very interesting.;Eliza;neutral
46;Alright then.;John;neutral
46;Can you elaborate on that?;Eliza;neutral
47;I feel like we're both not showing our fun side to each other;John;sadness
47;Good, tell me more about these feelings.;Eliza;neutral
48;I think I feel insecure around my wife;John;fear
48;But you're not sure you feel insecure around your wife?;Eliza;neutral
49;I am;John;neutral
49;How do you feel when you say that?;Eliza;neutral
50;Vulnerable;John;fear
50;Can you elaborate on that?;Eliza;neutral
51;Because I am sharing my negative feelings;John;fear
51;Does that reason apply to anything else?;Eliza;neutral
52;I guess;John;neutral
52;I see.;Eliza;neutral
53;Alright.;John;neutral
53;Why do you say that alright?;Eliza;neutral
54;Because I feel like you should guide the conversation;John;neutral
54;What other reasons come to mind?;Eliza;neutral
55;I didn't know what else to say;John;neutral
55;Very interesting.;Eliza;neutral
56;Like now.;John;neutral
56;Why do you say that like now?;Eliza;neutral
57;Because I feel the same now.;John;neutral
57;Does that reason apply to anything else?;Eliza;neutral
58;I don't know;John;neutral
58;Why don't you know?;Eliza;neutral
59;I've got to get going now.;John;neutral
59;I see.;Eliza;neutral
60;Alright, bye;John;neutral
60;Why do you say that alright, bye?;Eliza;neutral
61;quit;John;neutral
0;Hello Murat. How are you feeling today?;Eliza;neutral
1;I feel a bit tired;Murat;sadness
1;When you feel a bit tired, what do you do?;Eliza;neutral
2;I try to get some rest;Murat;neutral
2;Why do you say that you try to get some rest?;Eliza;neutral
3;Because you asked me a question and that was the answer;Murat;neutral
3;Is that the real reason?;Eliza;neutral
4;yes absolutely;Murat;neutral
4;Can you elaborate on that?;Eliza;neutral
5;You just asked me why did I said what I said, and I explained it to you;Murat;anger
5;Why do you say that about me?;Eliza;neutral
6;Because you are not understanding;Murat;anger
6;Does that reason apply to anything else?;Eliza;neutral
7;No only you;Murat;anger
7;Please tell me more.;Eliza;neutral
8;What do you want me to tell you?;Murat;anger
8;How would an answer to that help you?;Eliza;neutral
9;Tell me something;Murat;neutral
9;Very interesting.;Eliza;neutral
10;Is it though?;Murat;neutral
10;Do you think it is though??;Eliza;neutral
11;No I do not;Murat;neutral
11;I see.;Eliza;neutral
12;I think you do not participate in this conversation well enough.;Murat;anger
12;Do you doubt me do not participate in this conversation well enough?;Eliza;neutral
13;Yes I have doubts about you;Murat;neutral
13;OK, but can you elaborate a bit?;Eliza;neutral
14;You do not seem to be responding so coherently.;Murat;neutral
14;We should be discussing you, not me.;Eliza;neutral
15;I see;Murat;neutral
15;How does that make you feel?;Eliza;neutral
16;Misunderstood;Murat;sadness
16;misunderstood.;Eliza;neutral
17;yes;Murat;neutral
17;How does that make you feel?;Eliza;neutral
18;You just asked that;Murat;neutral
18;Why do you care whether I just asked that?;Eliza;neutral
19;Because we are trying to have a meaningful conoversation over here;Murat;anger
19;What other reasons come to mind?;Eliza;neutral
20;I started to feel frustrated;Murat;sadness
20;you started to feel frustrated.;Eliza;neutral
21;Yes;Murat;neutral
21;OK, but can you elaborate a bit?;Eliza;neutral
22;You are not helping me;Murat;sadness
22;Perhaps you're really talking about yourself?;Eliza;neutral
23;Okay understood;Murat;neutral
23;Please tell me more.;Eliza;neutral
24;I started to feel really lonely recently;Murat;sadness
24;How do you feel when you say that?;Eliza;neutral
25;I feel relieved;Murat;joy
25;Good, tell me more about these feelings.;Eliza;neutral
26;I feel alone and scared;Murat;fear
26;When you feel alone and scared, what do you do?;Eliza;neutral
27;I drink and do drugs;Murat;neutral
27;Can you elaborate on that?;Eliza;neutral
28;I get toxicated;Murat;neutral
28;you get toxicated.;Eliza;neutral
29;definitely;Murat;neutral
29;How do you feel when you say that?;Eliza;neutral
30;I feel ashamed;Murat;neutral
30;Do you often feel ashamed?;Eliza;neutral
31;Not so often;Murat;neutral
31;Very interesting.;Eliza;neutral
32;But sometimes I can act really shamelessly;Murat;neutral
32;I see.  And what does that tell you?;Eliza;neutral
33;It tells me to control myself more;Murat;neutral
33;I see.  And what does that tell you?;Eliza;neutral
34;I should be check'ng myself;Murat;neutral
34;I see.  And what does that tell you?;Eliza;neutral
35;I should be checking myself;Murat;neutral
35;How do you feel when you say that?;Eliza;neutral
36;I feel lighter;Murat;joy
36;Good, tell me more about these feelings.;Eliza;neutral
37;I feel better when I have a company;Murat;neutral
37;Good, tell me more about these feelings.;Eliza;neutral
38;It makes me feel more energized;Murat;neutral
38;it makes you feel more energized.;Eliza;neutral
39;totally;Murat;neutral
39;Please tell me more.;Eliza;neutral
40;Being listened always helps;Murat;joy
40;Why do you say that being listened always helps?;Eliza;neutral
41;Humans are not solitary animals;Murat;neutral
41;Why do you say that humans am not solitary animals?;Eliza;neutral
42;Because being in solitude hurts and feels unnatural;Murat;sadness
42;What other reasons come to mind?;Eliza;neutral
