ID	Tweet	Label	Score
20778	@sjgreer24 @cciedotnyc @Buttockus @ChrisCJackson @Bayonethics Have you read the OT and Pauline Epistles? They have countless horrid rules	fear	0.396
20779	@jody_paterson So I worry about emphasis on 'keeping family together' as a guiding principle, due to my own experiences	fear	0.396
20780	339:709 A local habitation and a name.\nSuch tricks hath strong imagination,\nThat, if it would but apprehend some joy,\n#AMNDBots	fear	0.396
20781	@isthismike_p that nigga is horrible bro	fear	0.396
20782	Was going to get a new #horror movie #tattoo tonight, but my artist flaked out on me for the 3rd time &amp; said he was done tattooing!	fear	0.396
20783	Did you know I specialise in #anxiety  and #panic attacks? Get in touch for all of my solutions for you. #Coventry	fear	0.396
20784	@thebully10 does being a #bully make u feel like a #bigman? Cos it makes u a #twat	fear	0.396
20785	Not sure that men can handle a woman that's got her crap together. #intimidation #independent	fear	0.396
20786	We hesitate to #live our #dream because of some unknown #fear which actually does not exist.' #AqeelSyed\n\n#LifeisBeautiful #LiveWithPurpose	fear	0.396
20787	Step out of your comfort zone. \nGo for risks.\nFace things you fear. \n\nThis is when life starts to happen.\n\n#cpd	fear	0.396
20788	@RoWillFindYou Eric couldn't help but laugh, though that made him wince in pain. It hurt. A lot. He just wanted to sit down somewhere —	fear	0.396
20789	If Monday had a face I would punch it #monday  #face #punch #fight #joke #like #firstworldproblems #need #coffee #asap #follow	fear	0.396
20790	@Cory_Bonini AP didn't have a productive week 1 or 1st half against GB and Kalil is horrible! @Vikings D is its strongest asset currently.	fear	0.396
20791	Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 #nightmare	fear	0.395
20792	Don't think I'll hesitate to run you over. Last time I checked, I still had 'Accident Forgiveness' on my insurance policy...	fear	0.391
20793	Fear blocks blessings, faith unlocks them. #ManUp #fear #faith	fear	0.388
20794	After a nervous couple of days test results now confirm my life will be no different whatsoever as the result of two actors divorcing, phew!	fear	0.385
20795	How is that in 2016, a 757 airplane does not have WiFi...ridiculous.#AmericanAirlines #americanairlinessucks #AATeam #horrible	fear	0.380
20796	GUY was such a video I'm shaking @ladygaga	fear	0.375
20797	Got to be up in 4 hours to go back to work #cantsleep #excited 	fear	0.375
20798	@danielleelowell awe man I'm mad I'm sitting here already cutting tulle and ribbon already 😂	fear	0.375
20799	The most important characteristic of leadership is the lack of . #activism #equity #revolution	fear	0.375
20800	Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans 	fear	0.375
20801	Transform your hardship(s) into a burning #desire to succeed. Never #fear #failure, without it there would be no #success. $SPX #FinTech	fear	0.375
20802	Crossword puzzle is oat meals solitary respecting the flat out portentous nutrient rootstock re scruple failur...	fear	0.375
20803	The radio just told me Lady GaGa is going country, which is like if the Beatles decided to do opera singing for their final albums #awful	fear	0.375
20804	@StephenKing\n\nStephen King never once spoke out about how the Left crushes #FreeSpeech in publishing world.\n\n #Trump  #scifi #ccot #p2	fear	0.375
20805	.@Tolumanda love it! so true. As @Deedeey_ taught me, fear can be an illusion. #coaching  #courage	fear	0.375
20806	New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage 	fear	0.375
20807	The kid at the pool yelling is about to get a foot up his ass. #shutup #parents #kids #horrible	fear	0.375
20808	How had Matty Dawson not scored there!!!!! #terrible	fear	0.375
20809	@TJ_FASHO lmao clown my own hair I'm going to dread lmao	fear	0.375
20810	I saw someone discourage someone from following their dreams. Just because you want to live in mediocrity doesn't mean someone else should.	fear	0.375
20811	@SueWallace78 peanut butter???? You some kinda pervert?? #awful	fear	0.375
20812	Rojo is a terrible defender	fear	0.375
20813	This maybe a new start but it will always be align with the end.  #forward	fear	0.375
20814	@CBSThisMorning @newsgirl123456 again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT)  #TRUMP #FAIL	fear	0.375
20815	There's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡 	fear	0.375
20816	@clairepilkingt2 oh god no that's awful mine don't last that long thank god. Thank you\n Xx	fear	0.375
20817	Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable 	fear	0.375
20818	Season 3 of penny dreadful is on Netflix...well my afternoon is filled	fear	0.375
20819	@BlairWitchMovie love new movie\n#BlairWitch #blairwitchproject #horror #HorrorMovies	fear	0.375
20820	@EE your a joke I pay for data when I'm in Spain and you then text and say I've used up all my data #terrible service	fear	0.375
20821	Today has dragged on 	fear	0.375
20822	Fosu-Mensa is having a nightmare 15 minutes. Difference between Premier League reserves and League 1 is still wide	fear	0.375
20823	I really hate Mel and Sue. They think they're hilarious and they're just awful	fear	0.375
20824	@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. 	fear	0.375
20825	@zavvi @zavvihelp only offering 6 moth warranty #ps4pro  #truth #ripoff	fear	0.375
20826	@Gibberman10 @ScottHoward42 any of y'all remember when MLB tried a futuristic jersey those were all #terrible	fear	0.375
20827	@UCSMindfulness thank u so much! we just finished another #mindfulness film called #release about #anxiety - plz share!	fear	0.375
20828	@TheDuranSite Russian mistrust of the U.S is well justified &amp; the precaution they've taken are very prudent.	fear	0.375
20829	@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool #terrible	fear	0.373
20830	@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle  #christianity #hell #heaven #purgatory #psychology #jesus	fear	0.370
20831	@SteveBryantArt I was pretty sure it was a Golden Ticket. Get a tour. Make a mistake. Something horrific will happen to you. Good day sir.	fear	0.362
20832	#picoftheday : How...why... Really... !!\n    #funny #picoftheday #lol #random #laugh #chair #of #despair #funnypics  #virgin #cafe #i...	fear	0.362
20833	I just want to say: social media isn’t here to #bully that has to be #stopbullying ! Please be kind to eaxh other! #lovewins	fear	0.360
20834	Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression #anxiety #intuition #meditation #book	fear	0.360
20835	How had Matty Dawson not scored there!!!!! 	fear	0.354
20836	Fuck being shy, I'm trying to be up in them thighs.	fear	0.354
20837	If you really care like you state @flyfrontier @FrontierCare then I would seriously address sensitivity training to your employees 	fear	0.354
20838	@BartholomewD It's -terrible-! We're going to the local fish/chip place in Kirribilli 	fear	0.354
20839	Just want Saturday to be over but then again I want to do good #LSAT 	fear	0.354
20840	Let's refuse to live in #fear -  #c$%t	fear	0.354
20841	I've used Dey Know as my alarm clock song throughout college #RIPShawtyLo	fear	0.354
20842	When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 #despondency	fear	0.354
20843	When someone tells you they're going to 'tear you apart' and all they have to say is 'why are you so tall?' 	fear	0.354
20844	My fav #movies are #horror but they don't make them like they used too. Haven't seen a great one in years	fear	0.354
20845	Aberdeen st Johnstone, let's see who can punt it the furthest #awful	fear	0.354
20846	thank you for your concern, computer, but my last name isn't misspelled, it's just weird	fear	0.354
20847	@realDonaldTrump @KellyannePolls New campaign slogan idea...'I know you are but what am I?'  #Trump2016 #yourefired #deflect	fear	0.354
20848	We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime  #game	fear	0.354
20849	.@Tolumanda love it! so true. As @Deedeey_ taught me, fear can be an illusion. #coaching #fear #courage	fear	0.354
20850	@UndeadLayne @Lauren_Southern all the bully	fear	0.354
20851	Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad #terrible	fear	0.354
20852	Now ...what to do for the next hour while waiting for #OurGirl to start @BBCOne ?!	fear	0.354
20853	@stevie7t Why does talksport sound like it's being broadcasted from someone's basement  #quality #amateurs	fear	0.354
20854	@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times 	fear	0.354
20855	@CestLouLeLoup okay, not dead, but if I were, I'd come back to lovingly haunt your sweet asses	fear	0.354
20856	@BBHOH #terrible Paul so deserved that win!!! #bbfail	fear	0.354
20857	@ltsukis im love you, even if you bully me sadly	fear	0.354
20858	@alicemazzy he was more partisan on social issues a few years back; now he just concern trolls the center left as Chait does the far left	fear	0.354
20859	Anyyyyone wanna go to fright fest with me on Friday night? 👻	fear	0.354
20860	@DSDambuster just finally started #homefronttherevolution, what did you all do the story and gameplay???  #wasteofmoney	fear	0.354
20861	Jeans with fake pockets #horrible	fear	0.354
20862	@GroundSwellCLE @ClevelandCNBC @KingJames @mavcarter @SpringHillEnt @boughb #revitalize #ClevelandHustles #daunting task, #hustle	fear	0.354
20863	@CursedRoyal I chuckle and shake my head, 'No that didn't bug me too much. I was still going to ask you but there's a lot you still don't--	fear	0.354
20864	@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. 	fear	0.354
20865	I have a job interview with @BarclaysUK in Loughborough next month !!!	fear	0.354
20866	The most important characteristic of leadership is the lack of #fear.  #activism #equity #revolution	fear	0.354
20867	Can we start a 'get Chris Sutton off our tv campaign? Spread the work  #pundit #noclue	fear	0.354
20868	@_stardust_3 unless your concern is people figuring out who you are for wtvr reason, I don't see why you shouldn't tweet about other things	fear	0.354
20869	Getting terrible download speeds for fifa smh.	fear	0.354
20870	One more step in long work #visa process is over. Relief. Onto next step. #expat 	fear	0.354
20871	You don't know what to expect by Brendon's video lmao LA devotee video got me shook 	fear	0.354
20872	Are there any #horror sites that would be interested in my writing a guest article/review? Been really craving a literary outlet lately.	fear	0.354
20873	yesterday i finished watching penny dreadful and from all the beautiful things i saw one question remains: were the writers HIM's fans?	fear	0.354
20874	Ready for my sweet princess to arrive. I'll he 37 weeks this Saturday! #excited #nervous	fear	0.352
20875	2,034 words today #amwriting #horror #novel 42,080 'Magnitude' total so far. 25Kish to go.	fear	0.351
20876	Overtime... #TeamNA #WCH2016 	fear	0.348
20877	@ManUtd it was a terrible Freekick...	fear	0.347
20878	@moore_oliver it's funny how they can be in such a hurry but have plenty of time to stop and threaten people	fear	0.343
20879	How I Murdered Your Mother #SpookyTv 	fear	0.342
20880	@Jchawes What is your favorite #horror movie? #ghosthunters	fear	0.342
20881	It's not #dread. It's called #Locks	fear	0.340
20882	@aIakazamjackass been better. It's really stupid don't worry	fear	0.339
20883	@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool 	fear	0.336
20884	@TheMoosesAngel He looks down at his brother, a smile forming on his face. 'What? People fearing me?'	fear	0.333
20885	the ending of how I met your mother is dreadful	fear	0.333
20886	Sir, my concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.' - Abraham Lincoln	fear	0.333
20887	Hahahah what a horrific penalty from bayer. 5 feet wide. Jesus	fear	0.333
20888	I polished my nails, but can't find the polish remover. It look like a 3yr old polished my nails lol #horrible	fear	0.333
20889	I lost my blinders .... 	fear	0.333
20890	It's not going to break you it's just going to shake you	fear	0.333
20891	@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player 	fear	0.333
20892	@MichaelSalfino It still destroys Fear The Walking Dead. That show is horrible	fear	0.333
20893	#bestadvice from a #movienight, pickup the #phone &amp; #start dialing, no1 will knw a #startups #product #service if thy dnt tell the #world	fear	0.333
20894	On the other side of fear lies freedom! - JB Glossinger #quote	fear	0.333
20895	Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED 	fear	0.333
20896	@lindseylouwho_ be nice if the Texans could hold onto the ball to give fuller and Hopkins a chance!!! #awful #TNF	fear	0.333
20897	As much as I want a normal little life.. It wouldn't suit me, I'd get restless, I need to just do what I want at all times to be happy 😊	fear	0.333
20898	Huns are like a box of coffee revels #horrible	fear	0.333
20899	A shy failure is nobler than an immodest success.	fear	0.333
20900	@mr_HAAAAN wow inadvertently horrible puns is definitely my thing	fear	0.333
20901	I really wanna go to fright fest 😩	fear	0.333
20902	This has #turned out #better then I expected admitting you tried to #intimidate 😂😂 #cantstoplaughing I really can't and it's in #spokeword	fear	0.333
20903	#aliens #zombie #gore #slash #ghost #sith #horror I love it all. 🔪	fear	0.333
20904	Just want to be a dad so i can play kick the baby with my little one #southpark #mellogang #ghastly #edm #plur #dad #djlife #dj #producer	fear	0.333
20905	O you who have believed, fear Allah and believe in His Messenger; He will [then] give you a double portion of His mercy...' (Quran 57:28)	fear	0.333
20906	Drop every fear...	fear	0.333
20907	@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? 	fear	0.333
20908	That free kick from Rooney was awful	fear	0.333
20909	today has been terrible but tonight will end better because I get to see Malik ❤️	fear	0.333
20910	Wazza blocks Carrick's shot and then misses a sitter that Memphis, who was ready beside him, surely wouldve buried. Good start lol #MUFC	fear	0.333
20911	Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED #horror	fear	0.333
20912	ACT 4 #anxiety &amp; #depression group. @livingwellihc beginning Mon October 17 for 6 weeks. Contact me to register now! #mindfulness #Halifax	fear	0.333
20913	Shoutout to @VZWSupport for ruining my iPhone 7 order!! 	fear	0.333
20914	Confiaejce comes not from always being right but from not fearing to be wrong.-Peter T. Mcintyre	fear	0.333
20915	Wee cunts playing chappy in my street, got my shoes on so I can chase and scare the fuck out of them	fear	0.327
20916	Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch 	fear	0.322
20917	Anytime @perezed gets near a mic, someone needs to smack him w a bat. @BBTN  #marblesinmouth	fear	0.320
20918	@LmRyle @tomcolicchio @realDonaldTrump @HillaryClinton @ajjaffe I understand your concerns but look at her foundation contributions 	fear	0.315
20919	@AOLUK @JamesHayr @TheDrum Anychance of addressing the communication I sent to you yesterday??? I still haven't had any contact 	fear	0.312
20920	@KateyKeegan now I'm really excited for November! Hope they're not all horrid chavs though 😅	fear	0.312
20921	Omg he kissed her🙈 #shy #w	fear	0.312
20922	@falklands_utd @mauriciomacri \nbecause distrust in life , Argentina has a lot of heart and this President is worth every vote.	fear	0.312
20923	@Just_Alasia I agree. Btw, have u seen Ep22, Granger, O?  That was the episode when I knew Anna was coming back, the conversation at start.	fear	0.312
20924	#Trends thread;'P)..it was in my #drafts&amp;now #posted 2 mins after my #birthday..so #close:'O!:''/...but anyway it #really was the #start of	fear	0.312
20925	Look at this #massiah of #youngleader\n#Pakistan #massiah of 	fear	0.312
20926	You make me breathless.	fear	0.312
20927	To com sede de milk shake	fear	0.312
20928	Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary #haunt #kittens	fear	0.312
20929	@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. #terrible	fear	0.312
20930	@Rocks_n_Ropes Can't believe how rude your cashier was today when I was returning an item!  Your customer service is slacking. #terrible	fear	0.312
20931	@Wild_Lucario_ *chuckles* did I scare you?	fear	0.312
20932	@GreensACT @ShaneRattenbury @carolinelec what about #publictransport to &amp; from #CanberraAirport. Most cities have. Mr Barr very #coy on.	fear	0.312
20933	@eugenelaverty @WorldSBK all the best Moto GP is loosing a very talented rider 	fear	0.312
20934	@BBHOH #terrible Paul so deserved that win!!! #movie #ChildrenOfMen.\n\n#cages  #refugees	fear	0.312
20935	@LFC What an awful team	fear	0.312
20936	@TiganVarcolac &lt; feel this precious pleasure. 'Harder..' He whispered almost breathless and his index finger stroked along his waistband &gt;	fear	0.312
20937	@WunderlistHelp are you guys still down? When can we go up? 	fear	0.312
20938	I remember when Rooney wanted to leave United and the fans threaten to kill the man and bare junk... wanna regretting that now? 😂😂	fear	0.312
20939	Walk right through them! See way past them, and don't even hesitate running them over.	fear	0.312
20940	Check out @VovimPrgel - From Scotland #gamer #YouTuber #vlogger #designer #animator #artist. TY for following The Wake  #horrorfilm	fear	0.312
20941	#smackdev #ptp #start word	fear	0.312
20942	never afraid to start over	fear	0.304
20943	@Netflix_ME penny dreadful season 3?	fear	0.300
20944	STAY JADED everyone is 	fear	0.300
20945	oh yay old scientist builds himself a robot assistant and makes it look like a hot naked woman nothing alarming here	fear	0.300
20946	No red card for Gordon there? The ref must be a Celtic fan as that was a shocking challenge.	fear	0.297
20947	@humeraslam @MehrTarar @sherryrehman , yes, already he spoke so many lies with timid body language. Baluchistan could have been his own trap	fear	0.294
20948	@BBCTomEnglish @TimesSport And the dreadful Franglaise.	fear	0.292
20949	@smb_ryan @Kamper10 I couldn't care less about #GOTHAM. I haven't watched it since the mid point of season 1. 	fear	0.292
20950	They used to laugh at her coz she couldn't afford a junky now they stare in awe while she is winning.	fear	0.292
20951	@AlanAlanconway Same it's good but not great.Don't Breathe is the horror film of the month for me. My Fav horror film of the year (so far)	fear	0.292
20952	@SportsTraderIT Madrid is playing awful and no modric but 90 minutes in Bernabéu stadium are so so long. Viallreal never won there	fear	0.292
20953	@97_aleix having a terrific game and not at all fazed #MCFC	fear	0.292
20954	@corruptmelon now im feeling the 	fear	0.292
20955	No we didn't just bully our professor to move the Chem quiz to Monday 😂	fear	0.292
20956	@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses?  #solate	fear	0.292
20957	#terror @sjdonghaev i love you	fear	0.292
20958	@SalmonDelicious @bigdickkishibae I lost it at 18. Like, really not a big deal. Don't worry about trivial shit like that.	fear	0.292
20959	Going to get myself a copy of @StephenKing's CUJO for an upcoming project that I can't talk about just yet.  #amwriting	fear	0.292
20960	Regardless of your age or station in life, it all comes down to one simple truth: you just have to #start. - Jon Acuff #inspiring #quote	fear	0.292
20961	@STLouis_RamsFan their whole team is limited when they're on the field. 	fear	0.292
20962	It was an #amazing #start to the first #fall  day. Will it be an #Indiansummer	fear	0.292
20963	Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad 	fear	0.292
20964	This maybe a new start but it will always be align with the end. #start #forward	fear	0.292
20965	Don't let fear hold you back from being who you want to be. Use it's power to push you towards your goals. No more fear, just action. #fear	fear	0.292
20966	@astockeyWTAE @SonniAbatta she is terrific at her job, where is she headed-- I missed that?	fear	0.292
20967	@JasonBHampton it's Bowers. I went and drove it for a while this evening 	fear	0.292
20968	@RockSolidShow @Pat_Francis #revolting cocks if you think I'm sexy!	fear	0.292
20969	How is that in 2016, a 757 airplane does not have WiFi...ridiculous. #AmericanAirlines #americanairlinessucks #AATeam 	fear	0.292
20970	Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe 	fear	0.292
20971	My interview went well today, I can't wait to find out what happens.  #excited #interview #jobinterview	fear	0.292
20972	Fewer and fewer good horror offerings from Hollywood every year. Or have I just gotten too old for this shit?	fear	0.292
20973	I delete numbers so quick with no hesitation	fear	0.288
20974	@1NatalieMaines Can you imagine being the person who has to spray tan him? 	fear	0.280
20975	After Nawaz Sharif's speech on terrorism, Kejriwal is expected to talk on Governance.	fear	0.280
20976	“ Less sugar, more fruit.\n Less soda, more water.\n Less worry, more sleep.\n LESS WORDS, MORE ACTION.”	fear	0.279
20977	Don't let fear hold you back from being who you want to be. Use it's power to push you towards your goals. No more fear, just action. 	fear	0.275
20978	induction day tomorrow for pizza express 	fear	0.275
20979	Lady gaga fucking followed i have been waiting for this day for ages it fucking happened im shaking thank you so much @ladygaga ❤️	fear	0.275
20980	@STLouis_RamsFan their whole team is limited when they're on the field.  #terrible	fear	0.271
20981	@siomo @NEWSTALK1010 20 says he gets reelected..... #be 	fear	0.271
20982	@cstonehoops Gonzaga not listed in the article but at 65/1 they have tremendous value, they are top10 team for sure, got everything you want	fear	0.271
20983	wonder if at any point #BobMarley ever actually became #afraid of just how #high he'd gotten. :o #420	fear	0.271
20984	new tires &amp; an alarm system on my car. fwm now!	fear	0.271
20985	Good Morning!!!\n\n #leadership #healthcareIT #socialmedia #connector #ceo #writer #AI #EQ #security #bigdata #Growthhacking #tech 	fear	0.271
20986	Unbelievable from McDavid and Matthews. Lundqvist can do nothing but shake his head #WCH2016	fear	0.271
20987	@CSTrey4 thanks brotein shake 😈😈😈	fear	0.271
20988	.@SimonNRicketts if you don't know what a patronus is, I don't think we should have to tell you 	fear	0.271
20989	Hopefully I'll get this Best Buy job, and officaly #start my #streaming #career , working towards doing something I love #1DayAtaTime	fear	0.271
20990	Everything you’ve ever wanted is on the other side of fear. –George Addair #ThursdayThoughts #yourpushfactor #fear #life #quote	fear	0.271
20991	If you truly want more of God in your life, it requires letting go of some of the old things, to allow new things to flourish. #stop #start	fear	0.271
20992	@darwinwatersons @pennyfitzger31 @gumballwatter15 ok but why tomorrow a horrible day, my day was great!	fear	0.271
20993	@madihayousufzai Please DM your concern	fear	0.271
20994	It's better to be wetter than it is to be dry' jesus christ Val don't be shy hen 😂😂 #GBBO	fear	0.271
20995	$8 million in box office doesnt do this movie justice. Political or not, #SnowdenMovie is a terrific thriller and love story. @Snowden	fear	0.271
20996	Thoroughly enjoying AHS tonight. #ahs #horror #americanhorrorstory	fear	0.271
20997	@jessespector @nasboat old rich white religious guy supports republicans. Not shocking at all.	fear	0.271
20998	Swear all of my guy friends are scaredy cats. You don't do horror movies. You don't do haunted houses. Wtf do you do then?	fear	0.271
20999	@ntfc watched the cobblers loads this season how is gorre a pro footballler terrible	fear	0.271
21000	Everywhere I go, the air I breathe in tastes like home.' - @The_Currys #restless	fear	0.271
21001	Everything you’ve ever wanted is on the other side of fear. –George Addair #ThursdayThoughts #yourpushfactor  #life #quote	fear	0.271
21002	Ramos with his ground shaking headers..😏	fear	0.271
21003	@OnyxFlare25 She chuckles, shaking her head. 'No...I just have a really vivid imagination, I guess. It happens when you meet someone&gt;	fear	0.271
21004	How in the world did Nicole beat Paul?!?! #terrible #bb18 #BBFinale What was the jury thinking?? 😳😳😳	fear	0.271
21005	My view of the human being is as a dynamic expression of the Cosmos we exist within #humanism 	fear	0.271
21006	@keprdad  BTW, George W Bush left office in ,09. We have had terrific leadership under Barack Obama. Keep America Great.	fear	0.271
21007	What's the most important thing you need to accomplish today? #onlinemarketing #solopreneur #start up #success	fear	0.271
21008	I'm curious to know just how much money the original Air Bud made to justify the continuation of these awful sequels and spinoffs.	fear	0.271
21009	@DreKnott You've got tremendous range.	fear	0.271
21010	ok, ok.. I know.. my last tweet was #terrible	fear	0.271
21011	@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..? #horrible #joke	fear	0.269
21012	And I would advise that everyone wait to watch @KevinCanWaitCBS ,or actually don't wait, just don't even watch it because it is 	fear	0.266
21013	@HoustonTexans just trying to go home tonight? A run on 2nd and 20 and a run on 3rd and 20? That's what champs do... #sike #losers 	fear	0.260
21014	Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars)  #bars #rap	fear	0.250
21015	#nana 4 hoco bc my dream since freshman year awe 😙❤❤❤ @thecandeyman	fear	0.250
21016	@residentadvisor thanks for getting back to me, exemplary customer service for a loyal customer #jk  #residentadvisor #poorservice	fear	0.250
21017	Every year I go to universal studios to horror nights as a 3rd wheel lol 😊😂	fear	0.250
21018	My goals are so big they scare small minds	fear	0.250
21019	if you do me wrong i will not hesitate to block you and cut you out of my life completely 😇 it's one of my greatest talents	fear	0.250
21020	Solid starts by #Bozzelli and #BenEvans. Hoping for a good #start !	fear	0.250
21021	@SusannahSpot I could pop round 	fear	0.250
21022	Step over #fear and rely on #faith!	fear	0.250
21023	@JogglingDroid @BrancoCarmine @Otto_English yeah, #UK was quite the 	fear	0.250
21024	Open to suggestions on a good #horror movie. Just saw 31 and It follows recently, dug both. Gimme something good. #movienight #netflix	fear	0.250
21025	Research has determined 70% of #laughter is actually .	fear	0.250
21026	I like cycling because I get to intimidate people with my powerful calves &amp; horrendous tan lines.	fear	0.250
21027	@washingtondc @NMAAHC That is Noah Ark, it's a terrific design.	fear	0.250
21028	@PanicAtTheDisco hey, y'all announced it like immediately after I asked. Nice. Thanks y'all 	fear	0.250
21029	In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood 	fear	0.250
21030	@___margs @juliana_f_reyes Hey Michael! Thanks for following up, yeah I think you'd be a terrific contrib. Looping in assoc ed Juliana	fear	0.250
21031	im what a 90s tv bully would call 'a nerd' but i would rather shove one thousand nickels into my right earhole than go to new york comic con	fear	0.250
21032	You have a #problem? Yes! Can you do #something about it? No! Than why #worry	fear	0.250
21033	@TheOnlySweeney their slogan should've been #start instead of #finish	fear	0.250
21034	@Oooooo_Donna @sturgishigh @politicususa   @CNN took its first baby  step now let's hope they will start running	fear	0.250
21035	The radio just told me Lady GaGa is going country, which is like if the Beatles decided to do opera singing for their final albums 	fear	0.246
21036	This week's Massacre Theatre pert by @LarsenOnFilm is the first one I can think of that requires subtitles. 	fear	0.245
21037	@Gibberman10 @ScottHoward42 any of y'all remember when MLB tried a futuristic jersey those were all 	fear	0.240
21038	Show your new job you're not #afraid of new tasks. Take on a #project, be brave, make an #impression. #WorkTiveTruth	fear	0.229
21039	Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle  #dosomething #success	fear	0.229
21040	@DailyJoshleen KA- like the start of cake and then Like saying C - if that makes sense 😭😂	fear	0.229
21041	@RobdotThom @sulphurhoops in fact they need to start making all holidays! Maybe even e dry month pick a theme so we can have them all year	fear	0.229
21042	81' Goal scorer Vidar Kjartansson comes off in favor of Dor Micha! Another terrific performance by @Vidarkjartans #YallaMaccabi	fear	0.229
21043	Round 2  #pcola	fear	0.229
21044	Everywhere I go, the air I breathe in tastes like home.' - @The_Currys 	fear	0.229
21045	Jorge deserves it, honestly. He's weak.  #90dayfiance	fear	0.229
21046	Not sure that men can handle a woman that's got her crap together.  #independent	fear	0.229
21047	@GSchwartz_ it wasn't a joke . 	fear	0.229
21048	Don't be so shy #nl	fear	0.229
21049	Ladies and gentlemen\nAfter the tremendous success of #PanamaLeaks\nNow presenting #BahamasLeaks 😂	fear	0.229
21050	Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration #afraid #great #motivation	fear	0.229
21051	Pretty excited for American horror story tonight	fear	0.229
21052	@mackenzian yes! That was my one qualm. These are deeply theological issues we're engaging theologically.	fear	0.229
21053	Aberdeen st Johnstone, let's see who can punt it the furthest 	fear	0.229
21054	Jorge deserves it, honestly. He's weak. #revolting #90dayfiance	fear	0.229
21055	At the end of the day I know that my kids will never worry about me leaving them 💕	fear	0.229
21056	I really wanna go fright night at Thorpe Park next month 👻	fear	0.229
21057	Fear blocks blessings, faith unlocks them. #ManUp  #faith	fear	0.229
21058	Anyone else find @Microsoft 'anniversary windows 10 update 1607' a Complete 	fear	0.229
21059	I was having a good dream.. and then my alarm went off	fear	0.229
21060	Huns are like a box of coffee revels 	fear	0.229
21061	@LakersTakeover it ain't that serious. #HOUvsNE  #igotbetterthingstodotonightthandie	fear	0.229
21062	And I would advise that everyone wait to watch @KevinCanWaitCBS ,or actually don't wait, just don't even watch it because it is #awful	fear	0.229
21063	@lindseylouwho_ be nice if the Texans could hold onto the ball to give fuller and Hopkins a chance!!!  #TNF	fear	0.229
21064	bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare church 	fear	0.224
21065	@Burnt_Out_Darth @theaterofscifi thanks. 	fear	0.220
21066	Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression  #intuition #meditation #book	fear	0.220
21067	@hotpatooties more like quickie divorce 	fear	0.216
21068	@Max_Kellerman  it also helps that the majority of NFL coaching is inept. Some of Bill O'Brien's play calling was wow, ! #GOPATS	fear	0.214
21069	If you think you're good to go already, don't worry about it.	fear	0.208
21070	Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars) #breathless #bars #rap	fear	0.208
21071	ok, ok.. I know.. my last tweet was 	fear	0.208
21072	It's a good day at work when you get to shake Jim Lehrer's hand. Thanks, @keratx! Still kicking myself for being to shy to hug @mcuban.	fear	0.208
